,BARRIO,COMUNA,PERIMETRO,AREA,OBJETO,str_geom
0,CHACARITA,15.0,7724.85295457,3115707.10627,BARRIO,"POLYGON ((-58.4528200492791044 -34.5959886570638702, -58.4536551931370099 -34.5965557163040742, -58.4537674321646961 -34.5966342484151568, -58.4538163134147624 -34.5966684788921555, -58.4547947928050604 -34.5973527273643455, -58.4554840815947472 -34.5978347610251831, -58.4559204833295496 -34.5976953435828420, -58.4560093721284701 -34.5976669530231362, -58.4560576047802201 -34.5976515472867945, -58.4562363723256695 -34.5975900748434597, -58.4564940053845064 -34.5975015637739389, -58.4570733158433242 -34.5973024999732814, -58.4576142986162068 -34.5971165306990684, -58.4578298572665389 -34.5970394940223258, -58.4579314199406994 -34.5970031094654331, -58.4579383597537117 -34.5970006235553527, -58.4579391511879791 -34.5970004324802289, -58.4580314840711992 -34.5969781271248422, -58.4582467474022351 -34.5969261254882170, -58.4592081863103132 -34.5966936826244691, -58.4592753814056039 -34.5966774864903854, -58.4607717313583848 -34.5965908256842667, -58.4610084892409958 -34.5965771669178039, -58.4615001845619986 -34.5965469590602552, -58.4615048306101315 -34.5965466787569227, -58.4623220712384182 -34.5965110490603607, -58.4624802220071018 -34.5965042183085956, -58.4625206541306142 -34.5965018079147058, -58.4637678264728464 -34.5964274496068498, -58.4638637221526878 -34.5964294210884802, -58.4646140234657139 -34.5964785682444571, -58.4651592721924089 -34.5965757917791095, -58.4651613793847105 -34.5965761676385952, -58.4652710724272779 -34.5966020115653805, -58.4653398859109856 -34.5966119403979135, -58.4654505835152491 -34.5966189115200109, -58.4655402165487246 -34.5966463016307983, -58.4656201094845116 -34.5967043067335425, -58.4655768128540601 -34.5965577078057933, -58.4655544346959815 -34.5964822872552418, -58.4655118251640360 -34.5963386864842875, -58.4654546732525944 -34.5961458635987427, -58.4651988343881897 -34.5953364276980935, -58.4650736836824407 -34.5949011987358759, -58.4648267024927364 -34.5940422724471119, -58.4644540217146087 -34.5927935584921542, -58.4643817851099072 -34.5925515163590518, -58.4644091198270459 -34.5924672868430250, -58.4650280527625270 -34.5919364107240241, -58.4658796865854384 -34.5912081588556362, -58.4660489985853644 -34.5910867180571273, -58.4663928573574765 -34.5908622593098727, -58.4665306488685843 -34.5907723125484807, -58.4665923016107172 -34.5907351963294403, -58.4668281722695440 -34.5905930920951974, -58.4657830008228530 -34.5896043925248335, -58.4645332635208277 -34.5884221360888304, -58.4630744816449166 -34.5870649213260819, -58.4629751205091921 -34.5869805400342472, -58.4619526459469512 -34.5861122031233279, -58.4618702043842831 -34.5860421891543837, -58.4614638213395708 -34.5858332613901993, -58.4603788016937926 -34.5855276845222690, -58.4604139194361423 -34.5854024167588605, -58.4604462802733238 -34.5852877643505536, -58.4604255057231370 -34.5852032534776441, -58.4604706411007555 -34.5850361353814080, -58.4605356159208540 -34.5849439493522866, -58.4605345318122644 -34.5840461665944403, -58.4605331978236578 -34.5829502757213305, -58.4605319489119779 -34.5818532587470315, -58.4605306146064407 -34.5807721575019684, -58.4605292809644723 -34.5796668306048502, -58.4605276992685177 -34.5782946601007382, -58.4605232166306834 -34.5782946690353512, -58.4602248340305550 -34.5782952880514571, -58.4601985594291307 -34.5782953479126860, -58.4601021385731627 -34.5782955676543153, -58.4597845714172735 -34.5783147333418555, -58.4596950535931157 -34.5783201362423895, -58.4585384246268731 -34.5783900346815045, -58.4577639164538425 -34.5784368125099633, -58.4577436676416511 -34.5784380358533525, -58.4573407479053913 -34.5785467557745463, -58.4571617667129431 -34.5785949886772386, -58.4571475839218948 -34.5785988155733790, -58.4559708829344800 -34.5789162808654424, -58.4553992793143422 -34.5790704791349626, -58.4548623268908756 -34.5792427067767605, -58.4535334741280010 -34.5796688999368911, -58.4530206113014756 -34.5798333742388948, -58.4521930272086010 -34.5800988095871347, -58.4521387166742201 -34.5801162118211138, -58.4520222992006140 -34.5801535152442554, -58.4512517652656953 -34.5804006516243021, -58.4510175901629552 -34.5804757586407661, -58.4510096596171778 -34.5804789048290715, -58.4509524498020099 -34.5805016004480805, -58.4505172245317368 -34.5806742198246440, -58.4499989853757924 -34.5808797606533247, -58.4496743253070576 -34.5810085114950283, -58.4495954406320024 -34.5810397949394286, -58.4494416523923945 -34.5810963999447338, -58.4491919812231231 -34.5811882776714157, -58.4484595680679746 -34.5814579241166342, -58.4483934029756540 -34.5814822833588877, -58.4483258230481866 -34.5815071661385431, -58.4482895615354963 -34.5815205167812820, -58.4482796339797659 -34.5815241718726583, -58.4482750418363963 -34.5815261463976142, -58.4480518326743876 -34.5816220940358292, -58.4470924721563918 -34.5820344712672210, -58.4461817147652809 -34.5824259258651097, -58.4457859875884509 -34.5825960105065917, -58.4446425154932996 -34.5830874842645812, -58.4444715140104947 -34.5831609807394642, -58.4444485731026049 -34.5831708409275507, -58.4444069042627206 -34.5831887563269902, -58.4443997765096839 -34.5831918210745570, -58.4444002339387509 -34.5831933878553883, -58.4447856534000039 -34.5845135514128970, -58.4445857679104179 -34.5846657823276189, -58.4434772519386954 -34.5854009946445018, -58.4424251828667920 -34.5860987403320550, -58.4413975399072783 -34.5867802830689755, -58.4410892261079837 -34.5869846738707949, -58.4401565270955246 -34.5876011493312916, -58.4393890485044309 -34.5881083499954514, -58.4386143204607009 -34.5886204031452422, -58.4385455945533892 -34.5886617712812736, -58.4385357500837586 -34.5886677008383288, -58.4385362274348310 -34.5886679479286983, -58.4385831147668782 -34.5886918427825307, -58.4386416493152865 -34.5887216732236809, -58.4506005822012327 -34.5943989522845854, -58.4506310848740469 -34.5944213498744162, -58.4509568590192998 -34.5946605554371587, -58.4517045016343246 -34.5952095178055004, -58.4518864791469781 -34.5953370036163861, -58.4520837007571146 -34.5954757585265043, -58.4526072418643565 -34.5958441274193120, -58.4528200492791044 -34.5959886570638702))"
1,PATERNAL,15.0,7087.51329533,2229829.03363,BARRIO,"POLYGON ((-58.4655768128540672 -34.5965577078058004, -58.4656201094845400 -34.5967043067335425, -58.4655402165487246 -34.5966463016308126, -58.4654505835152491 -34.5966189115200038, -58.4653398859109856 -34.5966119403979135, -58.4652710724272922 -34.5966020115653876, -58.4651613793847318 -34.5965761676385810, -58.4651592721924089 -34.5965757917791095, -58.4646140234657281 -34.5964785682444500, -58.4638637221526878 -34.5964294210885015, -58.4637678264728606 -34.5964274496068498, -58.4625206541306142 -34.5965018079147058, -58.4624802220071018 -34.5965042183085956, -58.4623220712384324 -34.5965110490603678, -58.4615048306101457 -34.5965466787569298, -58.4615001845620199 -34.5965469590602694, -58.4610084892409958 -34.5965771669178039, -58.4607717313583919 -34.5965908256842809, -58.4592753814056110 -34.5966774864903783, -58.4592081863103132 -34.5966936826244691, -58.4582467474022351 -34.5969261254882170, -58.4580314840711992 -34.5969781271248422, -58.4579391511879933 -34.5970004324802360, -58.4579383597537401 -34.5970006235553598, -58.4579314199406994 -34.5970031094654473, -58.4578298572665531 -34.5970394940223471, -58.4576142986162068 -34.5971165306990684, -58.4570733158433455 -34.5973024999732885, -58.4564940053845064 -34.5975015637739602, -58.4562363723256695 -34.5975900748434597, -58.4565649483381691 -34.5986575277691983, -58.4565820631157393 -34.5987071080051010, -58.4568992392283633 -34.5997316695044361, -58.4569850686865635 -34.6000221076830172, -58.4572132709928098 -34.6007634143661207, -58.4572513336276671 -34.6008870120055860, -58.4575325063520665 -34.6017944535376216, -58.4579180002757042 -34.6030386710625848, -58.4581629096410964 -34.6038291328156902, -58.4582775470122868 -34.6039069567479984, -58.4589348007684677 -34.6043736870837151, -58.4600209325863460 -34.6040951835885409, -58.4601239918094322 -34.6040687762494628, -58.4605391247462265 -34.6039623717337506, -58.4614693812192741 -34.6037254044566538, -58.4615882813090124 -34.6036951225395910, -58.4621085137029297 -34.6035625861810061, -58.4629111733521469 -34.6033581429757717, -58.4630729988727751 -34.6033169439606922, -58.4643593402439308 -34.6029914980636732, -58.4649457413073890 -34.6028431031172445, -58.4652785021155239 -34.6027589378575371, -58.4657969339579182 -34.6026303999148013, -58.4660826792747983 -34.6025596155593220, -58.4673339933892748 -34.6022495620117780, -58.4674929191543811 -34.6022101889690177, -58.4675615179203021 -34.6021931571012900, -58.4687660259263637 -34.6018941342807622, -58.4689122599928410 -34.6018603931331228, -58.4692921436233135 -34.6021651032078026, -58.4701944971319634 -34.6028061318919242, -58.4701990499926580 -34.6028086286081873, -58.4704340961579518 -34.6029375301424906, -58.4716096370496459 -34.6038210727671043, -58.4717100635709883 -34.6038835344525850, -58.4718035037287507 -34.6039416281861989, -58.4726492421436390 -34.6044675682139058, -58.4729834864182365 -34.6046743791500475, -58.4730385977441998 -34.6047084598297729, -58.4740166366362288 -34.6053111422446733, -58.4749324276301436 -34.6041740394436061, -58.4757052187981685 -34.6032096982365047, -58.4757362996711478 -34.6031708905228399, -58.4763815971173031 -34.6023657189509422, -58.4769714409303916 -34.6015839310813007, -58.4774987633725019 -34.6008251076105182, -58.4766695109939576 -34.6003562963918725, -58.4765530831112343 -34.6002904691730038, -58.4763923124358200 -34.6001995767955108, -58.4777284708533216 -34.5999109586886391, -58.4777938578449366 -34.5998968313159025, -58.4785428154047793 -34.5997350048728194, -58.4788312666632635 -34.5996709502011655, -58.4785798877833258 -34.5989655336305759, -58.4783476898453145 -34.5983425113241623, -58.4778797272717483 -34.5970880858188394, -58.4771156675185750 -34.5951149914832712, -58.4769031732478979 -34.5945273940503668, -58.4767114237342156 -34.5939971526857377, -58.4767088652290781 -34.5939900766448787, -58.4766864089774145 -34.5939273828958633, -58.4762056705046334 -34.5925852184722658, -58.4761265708181810 -34.5923567742166185, -58.4760357491942031 -34.5920944684321370, -58.4759775116039719 -34.5919471878161744, -58.4758890918378853 -34.5917235680243138, -58.4758744292270833 -34.5916864841922163, -58.4757584777283554 -34.5913932460193010, -58.4757241422154905 -34.5913075439713040, -58.4753959989194527 -34.5910515575480417, -58.4750330793700712 -34.5907684393738180, -58.4740599511879253 -34.5900093490554852, -58.4732193579657533 -34.5893536235052892, -58.4730860732314213 -34.5892494053898574, -58.4728963251722575 -34.5891011049054811, -58.4721174082915454 -34.5884923407815421, -58.4718934281321694 -34.5883172801659100, -58.4712346909062148 -34.5878023776803616, -58.4711162286522139 -34.5876997059328488, -58.4708773629002678 -34.5874968646286618, -58.4708187210340142 -34.5874482635380076, -58.4708152687487726 -34.5874453142399929, -58.4708045599282187 -34.5874599535148803, -58.4702308002023656 -34.5879335760310980, -58.4692116311952361 -34.5887365542006435, -58.4688952076176491 -34.5889858057000481, -58.4681906539530019 -34.5895409327936392, -58.4680767191256550 -34.5896306595447030, -58.4678926175034590 -34.5897761660742589, -58.4676611690711141 -34.5899590706818785, -58.4671179691006984 -34.5903884044845071, -58.4669592891568470 -34.5905137875243085, -58.4669576214780520 -34.5905151054942550, -58.4668281722695440 -34.5905930920951974, -58.4665923016107172 -34.5907351963294616, -58.4665306488686056 -34.5907723125484807, -58.4663928573574765 -34.5908622593098798, -58.4660489985853644 -34.5910867180571273, -58.4658796865854384 -34.5912081588556362, -58.4650280527625270 -34.5919364107240455, -58.4644091198270459 -34.5924672868430321, -58.4643817851099072 -34.5925515163590376, -58.4644540217146087 -34.5927935584921826, -58.4648267024927506 -34.5940422724471333, -58.4650736836824407 -34.5949011987358759, -58.4651988343881968 -34.5953364276981006, -58.4654546732525944 -34.5961458635987427, -58.4655118251640360 -34.5963386864842875, -58.4655544346959815 -34.5964822872552560, -58.4655768128540672 -34.5965577078058004))"
2,VILLA CRESPO,15.0,8131.85707532,3615977.55634,BARRIO,"POLYGON ((-58.4237529813036645 -34.5978273383242438, -58.4249540814511832 -34.5978518131508537, -58.4263027567353532 -34.5978820110738354, -58.4264393571481193 -34.5978996596332991, -58.4265647997240976 -34.5979158245663143, -58.4267851958387467 -34.5979442688695968, -58.4277732175758828 -34.5983289364703239, -58.4278524958569321 -34.5983640333897426, -58.4279875449028125 -34.5984239331189087, -58.4285386314998689 -34.5986683905606824, -58.4285480104216504 -34.5986725515432951, -58.4291617783977912 -34.5989591409144452, -58.4292201011444376 -34.5989992990938404, -58.4294288790203495 -34.5991261910455066, -58.4296465764692314 -34.5993206959885526, -58.4301501679041522 -34.5997705666994548, -58.4301879687937031 -34.5998043808895517, -58.4302750634416412 -34.5998822220317734, -58.4310381844859990 -34.6007492887057140, -58.4311543046288691 -34.6008812251103492, -58.4318726608324894 -34.6016974253651100, -58.4321984689430209 -34.6020724515145446, -58.4322406038449529 -34.6021338007058290, -58.4331418075003839 -34.6025786183552597, -58.4333340897605495 -34.6026734568798560, -58.4338657223514417 -34.6029358466641384, -58.4339139202578934 -34.6029596624376055, -58.4349717427515145 -34.6034816154581151, -58.4351483602090411 -34.6035749700856954, -58.4353380037340528 -34.6036751558045239, -58.4366161625996412 -34.6042834180673040, -58.4368521538999914 -34.6043957041700807, -58.4370245564895825 -34.6044777339617795, -58.4370522732678666 -34.6044909215821193, -58.4370532902873876 -34.6044914058704336, -58.4370573539650948 -34.6044934719288761, -58.4371745575827575 -34.6045530538965806, -58.4371890965910481 -34.6045604406512624, -58.4379749764425753 -34.6049597123981911, -58.4385110441802169 -34.6052320409819600, -58.4392016360997886 -34.6055828639918062, -58.4392853579890144 -34.6056058398189066, -58.4401415480755730 -34.6058405879172497, -58.4403350497273948 -34.6058936535769632, -58.4414652340413809 -34.6062035152907939, -58.4415997164354408 -34.6062391032160050, -58.4428240218715018 -34.6065715037177597, -58.4429800527897427 -34.6066123760782602, -58.4441672392366556 -34.6069229259565674, -58.4451314561059050 -34.6071751198908260, -58.4456777355071821 -34.6073574580686270, -58.4462474253215163 -34.6076156442746949, -58.4470400254597067 -34.6074182057012081, -58.4490615867771410 -34.6069146271065762, -58.4492899508856638 -34.6068576785812851, -58.4502369641097701 -34.6066217841759496, -58.4506559556779166 -34.6065151315752075, -58.4507387492764892 -34.6064940829350292, -58.4509883574838938 -34.6064305500761122, -58.4510137652972546 -34.6064240828626382, -58.4510499036092668 -34.6064148843980348, -58.4515075640087218 -34.6062984446969963, -58.4520150520165558 -34.6061672880026094, -58.4524282466381493 -34.6060604881746059, -58.4529588148561956 -34.6059231320755956, -58.4530692041111664 -34.6058943370581673, -58.4540018021279124 -34.6056517929634495, -58.4549823494090290 -34.6053967787283128, -58.4555245781708379 -34.6052557496337272, -58.4558033573620079 -34.6051834393927891, -58.4565632913099549 -34.6049862894850264, -58.4580800805224001 -34.6045928208870350, -58.4584739254558343 -34.6044918447749197, -58.4584758017362915 -34.6044913634696840, -58.4589348007684677 -34.6043736870837080, -58.4582775470122726 -34.6039069567479913, -58.4581629096411035 -34.6038291328156760, -58.4579180002756900 -34.6030386710625706, -58.4575325063520665 -34.6017944535376216, -58.4572513336276245 -34.6008870120055647, -58.4572132709928027 -34.6007634143661207, -58.4569850686865351 -34.6000221076830172, -58.4568992392283420 -34.5997316695044361, -58.4565820631157393 -34.5987071080051010, -58.4565649483381691 -34.5986575277691912, -58.4562363723256695 -34.5975900748434597, -58.4560576047802201 -34.5976515472867945, -58.4560093721284701 -34.5976669530231362, -58.4559204833295496 -34.5976953435828420, -58.4554840815947472 -34.5978347610251831, -58.4547947928050604 -34.5973527273643455, -58.4538163134147624 -34.5966684788921555, -58.4537674321646961 -34.5966342484151568, -58.4536551931370099 -34.5965557163040742, -58.4528200492791044 -34.5959886570638702, -58.4526072418643565 -34.5958441274193120, -58.4520837007571146 -34.5954757585265043, -58.4518864791469781 -34.5953370036163861, -58.4517045016343246 -34.5952095178055004, -58.4509568590192998 -34.5946605554371587, -58.4506310848740469 -34.5944213498744162, -58.4506005822012327 -34.5943989522845854, -58.4386416493152865 -34.5887216732236809, -58.4385831147668782 -34.5886918427825307, -58.4385362274348310 -34.5886679479286983, -58.4385357500837586 -34.5886677008383288, -58.4385342390722400 -34.5886686100968319, -58.4384977207682965 -34.5886905936027489, -58.4382498656753739 -34.5888568895819262, -58.4382224541979625 -34.5888752888821926, -58.4380514110168008 -34.5889900939942336, -58.4371243706359849 -34.5896120406146750, -58.4361738933015786 -34.5902497512132925, -58.4360366742255621 -34.5903418372110352, -58.4353107968846857 -34.5908219065265072, -58.4343631907774750 -34.5914486870438793, -58.4341326121104032 -34.5916011044642602, -58.4335394301343385 -34.5919959382459083, -58.4334455527976573 -34.5920584246195943, -58.4334256765437203 -34.5920716485460957, -58.4323586460367608 -34.5927817087344422, -58.4312194188853766 -34.5935397599186771, -58.4307421171271031 -34.5938573786049659, -58.4302822269589655 -34.5941634128744795, -58.4302112522038897 -34.5942076891460530, -58.4300594740938806 -34.5943023723594720, -58.4293487864663490 -34.5947454372283616, -58.4293300106086022 -34.5947569128829286, -58.4291690482927066 -34.5948553217406030, -58.4280889074981999 -34.5955150464028449, -58.4270238274987648 -34.5961656098697006, -58.4269887518796978 -34.5961870106964753, -58.4269502240696212 -34.5962105180767097, -58.4269484087157878 -34.5962112882790507, -58.4262401640716291 -34.5965118705846564, -58.4260240564076057 -34.5966140637672055, -58.4248429581181199 -34.5970618890140145, -58.4235392094858099 -34.5976307165103734, -58.4235308553819408 -34.5976364082463590, -58.4233672222352638 -34.5977478956966564, -58.4237529813036645 -34.5978273383242438))"
3,VILLA DEL PARQUE,11.0,7705.38979708,3399595.64148,BARRIO,"POLYGON ((-58.4946097568899006 -34.6148652395239083, -58.4947856335724481 -34.6150160431957872, -58.4955729951465884 -34.6143910936436896, -58.4964396721750930 -34.6134023702910696, -58.4965604036929818 -34.6132638809151700, -58.4974040681280698 -34.6122963552105318, -58.4975330554217265 -34.6121496936395232, -58.4981584911477839 -34.6114385017115325, -58.4982028262468248 -34.6113874906798458, -58.4982997349151788 -34.6112759902124623, -58.4984438736682932 -34.6111102379174937, -58.4993513502658757 -34.6100804234563242, -58.5001924853704907 -34.6091257666555663, -58.5009599619752123 -34.6082547925447201, -58.5015970866899764 -34.6075317474646909, -58.5017353390374879 -34.6073748659524298, -58.5021343433562464 -34.6069204956701455, -58.5022656128635887 -34.6067705181396192, -58.5028211612504947 -34.6061360875505173, -58.5029552376838708 -34.6059835734815522, -58.5030782462631578 -34.6058436677893795, -58.5034153671693815 -34.6054592809067785, -58.5034698295479387 -34.6053971831053033, -58.5036072237194631 -34.6052410046341450, -58.5037340611781786 -34.6050967312963351, -58.5046197940583923 -34.6041066042438104, -58.5053738203113838 -34.6032637051683238, -58.5059781887397889 -34.6025880450467511, -58.5061676697617585 -34.6023785329233959, -58.5055437660579116 -34.6019930344095172, -58.5048623619974393 -34.6015720591562683, -58.5036481521384744 -34.6008218800469649, -58.5035599758339728 -34.6007674011612565, -58.5034044094416217 -34.6006713223902551, -58.5030934498066273 -34.6004788126282605, -58.5022145067624635 -34.5999349245794647, -58.5008809056739310 -34.5991096138270322, -58.5006429663900107 -34.5989623579899970, -58.4995434119096771 -34.5982817528929161, -58.4982225570743495 -34.5974642263129439, -58.4980047320258123 -34.5973293542777469, -58.4971750925229230 -34.5968173886490575, -58.4971282395770444 -34.5967885277423548, -58.4967848635468499 -34.5968111602237229, -58.4947157465585406 -34.5969477114853845, -58.4934176909746526 -34.5970334010214202, -58.4929088408055904 -34.5970674728058256, -58.4928202154593393 -34.5970734171968175, -58.4924899237548033 -34.5970955701184408, -58.4912174975614505 -34.5971809126815941, -58.4901861670709593 -34.5972500953406978, -58.4895267456311956 -34.5972965816906921, -58.4885444671314545 -34.5973639800629300, -58.4878245259718241 -34.5974144769323289, -58.4877982622604691 -34.5974163203800842, -58.4873536223273192 -34.5974474684515485, -58.4871433524000750 -34.5974629344483517, -58.4866810822726464 -34.5974969709224283, -58.4864869084866399 -34.5975112346054487, -58.4861304973602998 -34.5975374318969244, -58.4851810887767911 -34.5976073308348262, -58.4848534629526142 -34.5976347865188956, -58.4834622195535232 -34.5977575454269228, -58.4834561575031344 -34.5977580801126621, -58.4832881108842386 -34.5977953030341894, -58.4829992791041064 -34.5978810876978855, -58.4829839824667630 -34.5978856335158511, -58.4828436710217190 -34.5979435456450801, -58.4821273622450377 -34.5982507672891586, -58.4807802385542033 -34.5988312080853575, -58.4797472529918849 -34.5992763036972448, -58.4788312666632635 -34.5996709502011655, -58.4785428154047793 -34.5997350048728194, -58.4777938578449366 -34.5998968313159025, -58.4777284708533216 -34.5999109586886391, -58.4763923124358200 -34.6001995767955108, -58.4765530831112343 -34.6002904691730038, -58.4766695109939576 -34.6003562963918725, -58.4774987633725019 -34.6008251076105182, -58.4769714409303916 -34.6015839310813007, -58.4763815971173031 -34.6023657189509422, -58.4757362996711478 -34.6031708905228399, -58.4757052187981685 -34.6032096982365047, -58.4749324276301436 -34.6041740394436061, -58.4740166366362288 -34.6053111422446733, -58.4741622962790686 -34.6054009213074849, -58.4743412613666749 -34.6055128797115117, -58.4746355517089853 -34.6056969654355626, -58.4749539734665902 -34.6058961444744355, -58.4750233412120579 -34.6059378102564850, -58.4751116458711095 -34.6059908502735425, -58.4752637808178903 -34.6060821057173058, -58.4762018148914962 -34.6066506883624072, -58.4762497738601894 -34.6066797572554137, -58.4763646858003341 -34.6067494069775279, -58.4768953734692900 -34.6070265398008061, -58.4773289570545458 -34.6072529046615855, -58.4774647356989234 -34.6073030310137142, -58.4776184023205943 -34.6073597049054271, -58.4787234544104706 -34.6077037325946648, -58.4789450938909070 -34.6077623673191042, -58.4792037029360472 -34.6078307863036372, -58.4792099809369859 -34.6078323269198407, -58.4796692143894887 -34.6079450216671418, -58.4798081442098407 -34.6079790884853082, -58.4802067904251501 -34.6080769231084631, -58.4804102870483220 -34.6081267542886479, -58.4813189159362210 -34.6083491624530311, -58.4819692770025128 -34.6085074474929613, -58.4822136640423977 -34.6085669182289237, -58.4834286183493148 -34.6088656016791205, -58.4836734328780423 -34.6089258437529850, -58.4840570960426760 -34.6090202879475157, -58.4843544692719419 -34.6090935479777499, -58.4846545699649241 -34.6091674414063846, -58.4849931724204524 -34.6092508336702736, -58.4851634541257894 -34.6092927753623840, -58.4853817800863851 -34.6093466808417816, -58.4857364841758596 -34.6094342227899077, -58.4860558942672952 -34.6095130877815365, -58.4860867600026850 -34.6095207089662296, -58.4862825985771551 -34.6095690534423781, -58.4864731543314136 -34.6096151450293164, -58.4878211958794552 -34.6099415068483935, -58.4879836416374204 -34.6099738683962102, -58.4881331777362092 -34.6100035614481456, -58.4881572461397212 -34.6100083403786059, -58.4882007824507610 -34.6100195271902322, -58.4886510952236947 -34.6101352332155372, -58.4886543020125842 -34.6101360573523706, -58.4886560512213123 -34.6101373081810308, -58.4888972854730156 -34.6103097447427999, -58.4889290908961570 -34.6103324884888508, -58.4891421456919289 -34.6104848383874710, -58.4892744608683444 -34.6105863633258224, -58.4901032919800627 -34.6112222595451513, -58.4902544394185497 -34.6113382157589626, -58.4906798503902010 -34.6116603841960853, -58.4907314818980453 -34.6116994579354298, -58.4912293195812794 -34.6120763982716113, -58.4916994702370587 -34.6124323566849839, -58.4922653938920050 -34.6128608281552630, -58.4930447849207695 -34.6135123507058680, -58.4933158367767518 -34.6137500380391359, -58.4934384539240995 -34.6138576167179011, -58.4940563111788521 -34.6143891680750286, -58.4946097568899006 -34.6148652395239083))"
