,BARRIO,COMUNA,PERIMETRO,AREA,OBJETO,str_geom
0,CHACARITA,15.0,7724.85295457,3115707.10627,BARRIO,"POLYGON ((100961.3380000004544854 103691.9736000001430511, 100884.7208000011742115 103629.0751000009477139, 100874.4238999998196959 103620.3642000006511807, 100869.9395000012591481 103616.5673000011593103, 100780.1739000016823411 103540.6689000008627772, 100716.9395000003278255 103487.2001000009477139, 100676.9083000002428889 103502.6688999999314547, 100668.7544999998062849 103505.8189000012353063, 100664.3301000008359551 103507.5282000005245209, 100647.9316999996080995 103514.3486000010743737, 100624.2989000007510185 103524.1689000008627772, 100571.1583000021055341 103546.2548000011593103, 100521.5333000002428889 103566.8876000009477139, 100501.7598000010475516 103575.4345000013709068, 100492.4433000003919005 103579.4712000004947186, 100491.8067000014707446 103579.7470000004395843, 100491.7341000009328127 103579.7682000007480383, 100483.2642000000923872 103582.2429999997839332, 100463.5175999999046326 103588.0126000000163913, 100375.3223000001162291 103613.8016999997198582, 100369.1583000011742115 103615.5985999992117286, 100231.8926000008359551 103625.2158000012859702, 100210.1738999998196959 103626.7313999999314547, 100165.0688000004738569 103630.0831000013276935, 100164.6426000008359551 103630.1142000006511807, 100089.6739000007510185 103634.0673000020906329, 100075.1661000009626150 103634.8251000000163913, 100071.4571000002324581 103635.0925000002607703, 99957.0489000007510185 103643.3408000003546476, 99948.2520000003278255 103643.1220000013709068, 99879.4239000007510185 103637.6688999990001321, 99829.4062999999150634 103626.8825000012293458, 99829.2130000013858080 103626.8407999994233251, 99819.1505000013858080 103623.9736000001430511, 99812.8380000004544854 103622.8720000004395843, 99802.6832999996840954 103622.0983999986201525, 99794.4610000001266599 103619.0597000019624829, 99787.1323000015690923 103612.6248000012710690, 99791.1036000009626150 103628.8876000000163913, 99793.1562000010162592 103637.2543000010773540, 99797.0645000003278255 103653.1845000013709068, 99802.3066999996080995 103674.5751000000163913, 99825.7737000007182360 103764.3690000008791685, 99837.2532999999821186 103812.6506000002846122, 99859.9083000011742115 103907.9345000013709068, 99894.0943999998271465 104046.4589000009000301, 99900.7208000002428889 104073.3094999995082617, 99898.2130000004544854 104082.6533000012859702, 99841.4316999996080995 104141.5439000017940998, 99763.3010999998077750 104222.3290000008419156, 99747.7680000001564622 104235.8003000002354383, 99716.2215000009164214 104260.6991000017151237, 99703.5801000017672777 104270.6767000006511807, 99697.9238999998196959 104274.7939000017940998, 99676.2844000002369285 104290.5570999998599291, 99772.1655999990180135 104400.2400000011548400, 99886.8161000004038215 104531.3941000001505017, 100020.6484000002965331 104681.9555000001564622, 100029.7642000000923872 104691.3162000011652708, 100123.5713000008836389 104787.6432000007480383, 100131.1350000016391277 104795.4100000010803342, 100168.4191000005230308 104818.5866000000387430, 100267.9658000003546476 104852.4834000011906028, 100264.7441999996080995 104866.3798000011593103, 100261.7755000004544854 104879.0986000001430511, 100263.6817000014707446 104888.4736000010743737, 100259.5411000000312924 104907.0126000000163913, 100253.5800999999046326 104917.2392000006511807, 100253.6817000005394220 105016.8329000007361174, 100253.8066999996080995 105138.4033000003546476, 100253.9239000016823411 105260.0986000001430511, 100254.0489000007510185 105380.0283000022172928, 100254.1738999998196959 105502.6453999998047948, 100254.3223000010475516 105654.8642000006511807, 100254.7335999999195337 105654.8631999995559454, 100282.1113999998196959 105654.7938999990001321, 100284.5221999995410442 105654.7872000010684133, 100293.3692000014707446 105654.7626000000163913, 100322.5071999998763204 105652.6357000013813376, 100330.7208000021055341 105652.0360999992117286, 100436.8458000011742115 105644.2783000022172928, 100507.9097000006586313 105639.0859000012278557, 100509.7676000017672777 105638.9501000009477139, 100546.7364000016823411 105626.8876000009477139, 100563.1583000011742115 105621.5361000020056963, 100564.4595999997109175 105621.1114999996498227, 100672.4239000016823411 105585.8876000000163913, 100724.8691999996080995 105568.7783000012859702, 100774.1348000010475516 105549.6689000008627772, 100896.0567000005394220 105502.3798000011593103, 100943.1114000016823411 105484.1298000011593103, 101019.0411000009626150 105454.6767000006511807, 101024.0240000020712614 105452.7457000017166138, 101034.7051000008359551 105448.6064000008627772, 101105.4000000013038516 105421.1831000009551644, 101126.8850000007078052 105412.8488000007346272, 101127.6125999996438622 105412.4996999995782971, 101132.8613999988883734 105409.9814000008627772, 101172.7917000008746982 105390.8275000015273690, 101220.3379999995231628 105368.0203999998047948, 101250.1241000005975366 105353.7339000003412366, 101257.3613999998196959 105350.2626000009477139, 101271.4708000002428889 105343.9813999999314547, 101294.3770000003278255 105333.7861000020056963, 101361.5723000001162291 105303.8642000006511807, 101367.6425999999046326 105301.1611000010743737, 101373.8427000008523464 105298.3999000005424023, 101377.1695000007748604 105296.9183999998494983, 101378.0802999995648861 105296.5127999996766448, 101378.5016000010073185 105296.2937000012025237, 101398.9796000011265278 105285.6469999998807907, 101486.9942000005394220 105239.8876000000163913, 101570.5490000005811453 105196.4490999998524785, 101606.8536000018939376 105177.5751000009477139, 101711.7565999990329146 105123.0362999998033047, 101727.4442999996244907 105114.8803000003099442, 101729.5488999998196959 105113.7861000020056963, 101733.3716000001877546 105111.7980000004172325, 101734.0255000023171306 105111.4579000007361174, 101733.9835000000894070 105111.2840999998152256, 101698.5958000002428889 104964.8408000003546476, 101716.9316999996080995 104947.9501000000163913, 101818.6191999996080995 104866.3720000013709068, 101915.1270000012591481 104788.9501000000163913, 102009.3926000008359551 104713.3251000000163913, 102037.6739000007510185 104690.6453999998047948, 102123.2286000000312924 104622.2392000006511807, 102193.6270000012591481 104565.9579000007361174, 102264.6895000021904707 104509.1376000009477139, 102270.9935000007972121 104504.5470000002533197, 102271.8964999997988343 104503.8890000013634562, 102271.8526999996975064 104503.8616000004112720, 102267.5505000017583370 104501.2119000023230910, 102262.1796000003814697 104497.9040000010281801, 101164.9610000001266599 103868.3024000022560358, 101162.1624999996274710 103865.8181000007316470, 101132.2741000000387430 103839.2857999987900257, 101063.6816999986767769 103778.3953999998047948, 101046.9864000007510185 103764.2548000020906329, 101028.8925999999046326 103748.8642000006511807, 100980.8613999998196959 103708.0048000011593103, 100961.3380000004544854 103691.9736000001430511))"
1,PATERNAL,15.0,7087.51329533,2229829.03363,BARRIO,"POLYGON ((99791.1036000000312924 103628.8876000000163913, 99787.1322999997064471 103612.6248000003397465, 99794.4610000001266599 103619.0597000000998378, 99802.6832999996840954 103622.0983999995514750, 99812.8380000004544854 103622.8720000004395843, 99819.1505000004544854 103623.9736000001430511, 99829.2130000004544854 103626.8408000003546476, 99829.4062999999150634 103626.8825000002980232, 99879.4238999998196959 103637.6688999999314547, 99948.2520000003278255 103643.1220000004395843, 99957.0488999998196959 103643.3408000003546476, 100071.4571000002324581 103635.0925000002607703, 100075.1661000000312924 103634.8251000000163913, 100089.6738999998196959 103634.0673000002279878, 100164.6425999999046326 103630.1141999997198582, 100165.0687999995425344 103630.0831000003963709, 100210.1738999998196959 103626.7313999999314547, 100231.8925999999046326 103625.2158000003546476, 100369.1583000002428889 103615.5986000001430511, 100375.3223000001162291 103613.8016999997198582, 100463.5175999999046326 103588.0126000000163913, 100483.2642000000923872 103582.2429999997839332, 100491.7341000000014901 103579.7681999998167157, 100491.8066999996080995 103579.7470000004395843, 100492.4433000003919005 103579.4711999995633960, 100501.7598000001162291 103575.4345000004395843, 100521.5333000002428889 103566.8876000000163913, 100571.1583000002428889 103546.2548000002279878, 100624.2988999998196959 103524.1688999999314547, 100647.9316999996080995 103514.3486000001430511, 100617.7833000002428889 103395.9345000004395843, 100616.2130000004544854 103390.4345000004395843, 100587.1113999998196959 103276.7783000003546476, 100579.2363999998196959 103244.5595000004395843, 100558.2988999998196959 103162.3251000000163913, 100554.8066999996080995 103148.6141999997198582, 100529.0098000001162291 103047.9501000000163913, 100493.6425999999046326 102909.9266999997198582, 100471.1738999998196959 102822.2391999997198582, 100460.6583000002428889 102813.6063999999314547, 100400.3691999996080995 102761.8328999998047948, 100300.7441999996080995 102792.7313999999314547, 100291.2911000000312924 102795.6611000001430511, 100253.2130000004544854 102807.4658000003546476, 100167.8848000001162291 102833.7548000002279878, 100156.9786000000312924 102837.1141999997198582, 100109.2598000001162291 102851.8173000002279878, 100035.6348000001162291 102874.4970000004395843, 100020.7911000000312924 102879.0673000002279878, 99902.7988999998196959 102915.1688999999314547, 99849.0098000001162291 102931.6298000002279878, 99818.4863999998196959 102940.9658000003546476, 99770.9316999996080995 102955.2236000001430511, 99744.7208000002428889 102963.0751000000163913, 99629.9395000003278255 102997.4658000003546476, 99615.3613999998196959 103001.8328999998047948, 99609.0689000003039837 103003.7220000000670552, 99498.5800999999046326 103036.8876000000163913, 99485.1661000000312924 103040.6298000002279878, 99450.3223000001162291 103006.8251000000163913, 99367.5566999996080995 102935.7078999998047948, 99367.1391000002622604 102935.4309000000357628, 99345.5800999999046326 102921.1298000002279878, 99237.7599999997764826 102823.1065999995917082, 99228.5488999998196959 102816.1766999997198582, 99219.9786000000312924 102809.7313999999314547, 99142.4083000002428889 102751.3798000002279878, 99111.7520000003278255 102728.4345000004395843, 99106.6973000001162291 102724.6533000003546476, 99016.9941999996080995 102657.7861000001430511, 98932.9786000000312924 102783.9188999999314547, 98862.0800999999046326 102890.8876000000163913, 98859.2286000000312924 102895.1923000002279878, 98800.0255000004544854 102984.5048000002279878, 98745.9083000002428889 103071.2236000001430511, 98697.5255000004544854 103155.3953999998047948, 98773.5849999999627471 103207.4129999997094274, 98784.2638999996706843 103214.7169000003486872, 98799.0099999997764826 103224.8019000003114343, 98676.4395000003278255 103256.8017999995499849, 98670.4413000000640750 103258.3680999996140599, 98601.7363999998196959 103276.3095000004395843, 98575.2755000004544854 103283.4111000001430511, 98598.3223000001162291 103361.6688999999314547, 98619.6113999998196959 103430.7861000001430511, 98662.5175999999046326 103569.9501000000163913, 98732.5761000001803041 103788.8420000001788139, 98752.0602000001817942 103854.0288000004366040, 98769.6424000002443790 103912.8525999998673797, 98769.8770000003278255 103913.6376000000163913, 98771.9360999995842576 103920.5926999999210238, 98816.0175999999046326 104069.4891999997198582, 98823.2707000002264977 104094.8322000000625849, 98831.5986999999731779 104123.9316999996080995, 98836.9391999999061227 104140.2707000002264977, 98845.0475000003352761 104165.0785999996587634, 98846.3920999998226762 104169.1925999997183681, 98857.0252000000327826 104201.7237999998033047, 98860.1738999998196959 104211.2313999999314547, 98890.2741000000387430 104239.6326000001281500, 98923.5645000003278255 104271.0438999999314547, 99012.8300999999046326 104355.2626000000163913, 99089.9395000003278255 104428.0126000000163913, 99102.1661000000312924 104439.5751000000163913, 99119.5723000001162291 104456.0283000003546476, 99191.0255000004544854 104523.5673000002279878, 99211.5723000001162291 104542.9891999997198582, 99272.0020000003278255 104600.1141999997198582, 99282.8691999996080995 104611.5048000002279878, 99304.7817999999970198 104634.0083999997004867, 99310.1613999996334314 104639.4002999998629093, 99310.4780999999493361 104639.7275000000372529, 99311.4606999997049570 104638.1036000000312924, 99364.1036000000312924 104585.5673000002279878, 99457.6113999998196959 104496.4970000004395843, 99486.6425999999046326 104468.8486000001430511, 99551.2833000002428889 104407.2703999998047948, 99561.7363999998196959 104397.3173000002279878, 99578.6270000003278255 104381.1766999997198582, 99599.8613999998196959 104360.8876000000163913, 99649.6973000001162291 104313.2626000000163913, 99664.2553000003099442 104299.3541000001132488, 99664.4083000002428889 104299.2078999998047948, 99676.2844000002369285 104290.5570999998599291, 99697.9238999998196959 104274.7938999999314547, 99703.5800999999046326 104270.6766999997198582, 99716.2214999999850988 104260.6990999998524785, 99747.7680000001564622 104235.8003000002354383, 99763.3010999998077750 104222.3289999999105930, 99841.4316999996080995 104141.5438999999314547, 99898.2130000004544854 104082.6533000003546476, 99900.7208000002428889 104073.3095000004395843, 99894.0943999998271465 104046.4588999999687076, 99859.9083000002428889 103907.9345000004395843, 99837.2532999999821186 103812.6506000002846122, 99825.7736999997869134 103764.3689999999478459, 99802.3066999996080995 103674.5751000000163913, 99797.0645000003278255 103653.1845000004395843, 99793.1562000000849366 103637.2543000001460314, 99791.1036000000312924 103628.8876000000163913))"
2,VILLA CRESPO,15.0,8131.85707532,3615977.55634,BARRIO,"POLYGON ((103627.7143000010401011 103487.3577000005170703, 103517.5333000002428889 103484.6845000013709068, 103393.8147000009194016 103481.3800000008195639, 103381.2833000002428889 103479.4266999997198582, 103369.7755000004544854 103477.6376000009477139, 103349.5569000011309981 103474.4894000012427568, 103258.9084999999031425 103431.8488000007346272, 103251.6347999991849065 103427.9579000016674399, 103239.2441999986767769 103421.3172999992966652, 103188.6827999986708164 103394.2160999998450279, 103187.8223000019788742 103393.7548000011593103, 103131.5098000001162291 103361.9814000017940998, 103126.1583000011742115 103357.5283000003546476, 103107.0021999999880791 103343.4581000013276935, 103087.0255000004544854 103321.8876000000163913, 103040.8145000003278255 103271.9970000013709068, 103037.3458000011742115 103268.2469999995082617, 103029.3537999996915460 103259.6144000003114343, 102959.3223000001162291 103163.4501000000163913, 102948.6661000000312924 103148.8173000011593103, 102882.7442000005394220 103058.2939000008627772, 102852.8458000011742115 103016.7001000000163913, 102848.9788000006228685 103009.8956000003963709, 102766.2989000007510185 102960.5751000009477139, 102748.6583000002428889 102950.0595000013709068, 102699.8848000001162291 102920.9658000012859702, 102695.4630000004544854 102918.3251000009477139, 102598.4163000006228685 102860.4503000006079674, 102582.2130000013858080 102850.0986000010743737, 102564.8147000018507242 102838.9894000021740794, 102447.5566999996080995 102771.5438999999314547, 102425.9071000013500452 102759.0932000018656254, 102410.0910999998450279 102749.9974000006914139, 102407.5483999997377396 102748.5350999999791384, 102407.4551000008359551 102748.4814000008627772, 102407.0823000008240342 102748.2523000007495284, 102396.3300999999046326 102741.6454000007361174, 102394.9963000006973743 102740.8262999998405576, 102322.9005000004544854 102696.5517000015825033, 102273.7226000009104609 102666.3532999986782670, 102210.3694000001996756 102627.4502999996766448, 102202.6895000003278255 102624.9033000003546476, 102124.1505000004544854 102598.8798000002279878, 102106.4005000013858080 102592.9970000004395843, 102002.7286000009626150 102558.6454000007361174, 101990.3926000008359551 102554.7001000009477139, 101878.0880000004544854 102517.8486000010743737, 101863.7755000004544854 102513.3173000011593103, 101754.8770000003278255 102478.8876000009477139, 101666.4317000005394220 102450.9266999997198582, 101616.3222999991849065 102430.7079000007361174, 101564.0645000012591481 102402.0750999990850687, 101491.3691999996080995 102423.9892000006511807, 101305.9551000008359551 102479.8798000002279878, 101285.0098000010475516 102486.2001000009477139, 101198.1505000004544854 102512.3798000002279878, 101159.7208000002428889 102524.2158000003546476, 101152.1270000012591481 102526.5516999997198582, 101129.2330000009387732 102533.6023000013083220, 101126.9026000015437603 102534.3200000012293458, 101123.5880000013858080 102535.3408000003546476, 101081.6113999998196959 102548.2626000009477139, 101035.0645000012591481 102562.8173000020906329, 100997.1661000018939376 102574.6689000008627772, 100948.5020000021904707 102589.9111000001430511, 100938.3770000003278255 102593.1064000008627772, 100852.8380000013858080 102620.0203999998047948, 100762.9005000004544854 102648.3173000011593103, 100713.1661000009626150 102663.9658000012859702, 100687.5957999993115664 102671.9892000006511807, 100617.8926000008359551 102693.8642000006511807, 100478.7676000008359551 102737.5204000007361174, 100442.6426000008359551 102748.7236000010743737, 100442.4705000007525086 102748.7770000007003546, 100400.3692000005394220 102761.8329000007361174, 100460.6583000011742115 102813.6064000017940998, 100471.1739000007510185 102822.2392000015825033, 100493.6426000008359551 102909.9267000006511807, 100529.0098000001162291 103047.9501000009477139, 100554.8067000014707446 103148.6142000015825033, 100558.2989000007510185 103162.3251000000163913, 100579.2364000007510185 103244.5595000013709068, 100587.1114000007510185 103276.7783000012859702, 100616.2130000004544854 103390.4345000013709068, 100617.7833000002428889 103395.9345000013709068, 100647.9316999996080995 103514.3486000010743737, 100664.3301000008359551 103507.5282000005245209, 100668.7544999998062849 103505.8189000012353063, 100676.9083000002428889 103502.6688999999314547, 100716.9395000003278255 103487.2001000009477139, 100780.1739000016823411 103540.6689000008627772, 100869.9395000012591481 103616.5673000011593103, 100874.4238999998196959 103620.3642000006511807, 100884.7208000011742115 103629.0751000009477139, 100961.3380000004544854 103691.9736000001430511, 100980.8613999998196959 103708.0048000011593103, 101028.8925999999046326 103748.8642000006511807, 101046.9864000007510185 103764.2548000020906329, 101063.6816999986767769 103778.3953999998047948, 101132.2741000000387430 103839.2857999987900257, 101162.1624999996274710 103865.8181000007316470, 101164.9610000001266599 103868.3024000022560358, 102262.1796000003814697 104497.9040000010281801, 102267.5505000017583370 104501.2119000023230910, 102271.8526999996975064 104503.8616000004112720, 102271.8964999997988343 104503.8890000013634562, 102272.0351000009104609 104503.7880999986082315, 102275.3848000010475516 104501.3486000010743737, 102298.1191999996080995 104482.8953999998047948, 102300.6335000013932586 104480.8537000017240644, 102316.3223000001162291 104468.1141999997198582, 102401.3536000009626150 104399.0986000001430511, 102488.5333000002428889 104328.3329000007361174, 102501.1192000014707446 104318.1141999987885356, 102567.6973000001162291 104264.8408000012859702, 102654.6114000007510185 104195.2861000001430511, 102675.7598000001162291 104178.3720000013709068, 102730.1653000013902783 104134.5563000002875924, 102738.7755000013858080 104127.6220000023022294, 102740.5985000012442470 104126.1545000011101365, 102838.4630000004544854 104047.3563999999314547, 102942.9473000010475516 103963.2314000017940998, 102986.7225000001490116 103927.9832000005990267, 103028.9005000004544854 103894.0203999988734722, 103035.4099000003188848 103889.1065999986603856, 103049.3301000008359551 103878.5986000010743737, 103114.5098000010475516 103829.4267000006511807, 103116.2318000011146069 103828.1530999997630715, 103130.9942000005394220 103817.2314000008627772, 103230.0567000005394220 103744.0126000000163913, 103327.7363999988883734 103671.8095000004395843, 103330.9532000012695789 103669.4342999989166856, 103334.4866000013425946 103666.8252999987453222, 103334.6530999988317490 103666.7397999996319413, 103399.6113999998196959 103633.3720000013709068, 103419.4316999996080995 103622.0282000005245209, 103527.7598000010475516 103572.3095000013709068, 103647.3326000021770597 103509.1620000004768372, 103648.0986999990418553 103508.5303000006824732, 103663.1044000005349517 103496.1567999999970198, 103627.7143000010401011 103487.3577000005170703))"
3,VILLA DEL PARQUE,11.0,7705.38979708,3399595.64148,BARRIO,"POLYGON ((97128.4395000003278255 101597.5126000000163913, 97112.3145000003278255 101580.7783000003546476, 97040.0800999999046326 101650.0828999998047948, 96960.5566999996080995 101759.7391999997198582, 96949.4786000000312924 101775.0986000001430511, 96872.0645000003278255 101882.4033000003546476, 96860.2286000000312924 101898.6688999999314547, 96802.8378999996930361 101977.5438999999314547, 96798.7696000002324581 101983.2012999998405576, 96789.8770000003278255 101995.5673000002279878, 96776.6503999996930361 102013.9501000000163913, 96693.3770000003278255 102128.1611000001430511, 96616.1895000003278255 102234.0361000001430511, 96545.7598000001162291 102330.6298000002279878, 96487.2911000000312924 102410.8173000002279878, 96474.6036000000312924 102428.2158000003546476, 96437.9863999998196959 102478.6063999999314547, 96425.9395000003278255 102495.2391999997198582, 96374.9550999999046326 102565.5986000001430511, 96362.6503999996930361 102582.5126000000163913, 96351.3613999998196959 102598.0283000003546476, 96320.4221999999135733 102640.6572000002488494, 96315.4238999998196959 102647.5438999999314547, 96302.8145000003278255 102664.8641999997198582, 96291.1738999998196959 102680.8641999997198582, 96209.8848000001162291 102790.6688999999314547, 96140.6816999996080995 102884.1454999996349216, 96085.2128999996930361 102959.0751000000163913, 96067.8223000001162291 102982.3095000004395843, 96125.0333000002428889 103025.0986000001430511, 96187.5175999999046326 103071.8251000000163913, 96298.8613999998196959 103155.0908000003546476, 96306.9473000001162291 103161.1376000000163913, 96321.2130000004544854 103171.8016999997198582, 96349.7286000000312924 103193.1688999999314547, 96430.3300999999046326 103253.5361000001430511, 96552.6270000003278255 103345.1376000000163913, 96574.4473000001162291 103361.4813999999314547, 96675.2833000002428889 103437.0204999996349216, 96796.4161000000312924 103527.7548000002279878, 96816.3925999999046326 103542.7236000001430511, 96892.4786000000312924 103599.5438999999314547, 96896.7755000004544854 103602.7470000004395843, 96928.2755000004544854 103600.2470000004395843, 97118.0880000004544854 103585.1611000001430511, 97237.1661000000312924 103575.6923000002279878, 97283.8458000002428889 103571.9266999997198582, 97291.9758999999612570 103571.2697000000625849, 97322.2753999996930361 103568.8212000001221895, 97439.0020000003278255 103559.3876000000163913, 97533.6113999998196959 103551.7391999997198582, 97594.1036000000312924 103546.5986000001430511, 97684.2130000004544854 103539.1453999998047948, 97750.2567999996244907 103533.5603000000119209, 97752.6661000000312924 103533.3563999999314547, 97793.4550999999046326 103529.9111000001430511, 97812.7441999996080995 103528.2001000000163913, 97855.1505000004544854 103524.4345000004395843, 97872.9630000004544854 103522.8563999999314547, 97905.6583000002428889 103519.9578999998047948, 97992.7520000003278255 103512.2236000001430511, 98022.8066999996080995 103509.1845000004395843, 98150.4320999998599291 103495.5936000002548099, 98150.9881999995559454 103495.5344000002369285, 98166.4044000003486872 103491.4083000002428889, 98192.9016000004485250 103481.8973000003024936, 98194.3048999998718500 103481.3932999996468425, 98207.1772999996319413 103474.9714999999850988, 98272.8925999999046326 103440.9033000003546476, 98396.4786000000312924 103376.5361000001430511, 98491.2441999996080995 103327.1766999997198582, 98575.2755000004544854 103283.4111000001430511, 98601.7363999998196959 103276.3095000004395843, 98670.4413000000640750 103258.3680999996140599, 98676.4395000003278255 103256.8017999995499849, 98799.0099999997764826 103224.8019000003114343, 98784.2638999996706843 103214.7169000003486872, 98773.5849999999627471 103207.4129999997094274, 98697.5255000004544854 103155.3953999998047948, 98745.9083000002428889 103071.2236000001430511, 98800.0255000004544854 102984.5048000002279878, 98859.2286000000312924 102895.1923000002279878, 98862.0800999999046326 102890.8876000000163913, 98932.9786000000312924 102783.9188999999314547, 99016.9941999996080995 102657.7861000001430511, 99003.6348000001162291 102647.8251000000163913, 98987.2208000002428889 102635.4033000003546476, 98960.2297000000253320 102614.9789000004529953, 98931.0255000004544854 102592.8798000002279878, 98924.6633999999612570 102588.2569000003859401, 98916.5645000003278255 102582.3720000004395843, 98902.6113999998196959 102572.2470000004395843, 98816.5800999999046326 102509.1611000001430511, 98812.1815999997779727 102505.9358000000938773, 98801.6425999999046326 102498.2078999998047948, 98752.9708000002428889 102467.4578999998047948, 98713.2050999999046326 102442.3408000003546476, 98700.7520000003278255 102436.7783000003546476, 98686.6583000002428889 102430.4891999997198582, 98585.3066999996080995 102392.3095000004395843, 98564.9786000000312924 102385.8016999997198582, 98541.2598000001162291 102378.2078999998047948, 98540.6840000003576279 102378.0368999997153878, 98498.5645000003278255 102365.5283000003546476, 98485.8223000001162291 102361.7470000004395843, 98449.2598000001162291 102350.8876000000163913, 98430.5958000002428889 102345.3563999999314547, 98347.2598000001162291 102320.6688999999314547, 98287.6113999998196959 102303.0986000001430511, 98265.1973000001162291 102296.4970000004395843, 98153.7675999999046326 102263.3408000003546476, 98131.3145000003278255 102256.6533000003546476, 98096.1270000003278255 102246.1688999999314547, 98068.8536000000312924 102238.0361000001430511, 98041.3300999999046326 102229.8328999998047948, 98010.2755000004544854 102220.5751000000163913, 97994.6583000002428889 102215.9188999999314547, 97974.6348000001162291 102209.9345000004395843, 97942.1036000000312924 102200.2158000003546476, 97912.8093999996781349 102191.4603000003844500, 97909.9786000000312924 102190.6141999997198582, 97892.0175999999046326 102185.2470000004395843, 97874.5411000000312924 102180.1298000002279878, 97750.9083000002428889 102143.8953999998047948, 97736.0098000001162291 102140.3016999997198582, 97722.2953000003471971 102137.0043000001460314, 97720.0878999996930361 102136.4736000001430511, 97716.0950999995693564 102135.2315999995917082, 97674.7960999999195337 102122.3854000000283122, 97674.5020000003278255 102122.2938999999314547, 97674.3415999999269843 102122.1551000000908971, 97652.2208000002428889 102103.0203999998047948, 97649.3042999999597669 102100.4966000001877546, 97629.7675999999046326 102083.5908000003546476, 97617.6348000001162291 102072.3251000000163913, 97541.6348000001162291 102001.7626000000163913, 97527.7753999996930361 101988.8953999998047948, 97488.7675999999046326 101953.1453999998047948, 97484.0333000002428889 101948.8095000004395843, 97438.3848000001162291 101906.9813999999314547, 97395.2753999996930361 101867.4813999999314547, 97343.3848000001162291 101819.9345000004395843, 97271.9238999998196959 101747.6376000000163913, 97247.0723000001162291 101721.2626000000163913, 97235.8300999999046326 101709.3251000000163913, 97179.1816999996080995 101650.3408000003546476, 97128.4395000003278255 101597.5126000000163913))"
