CODUSU;nro_hogar;realizada;ano4;trimestre;region;mas_500;aglomerado;pondera;iv1;iv1_esp;iv2;iv3;iv3_esp;iv4;iv5;iv6;iv7;iv7_esp;iv8;iv9;iv10;iv11;iv12_1;iv12_2;iv12_3;ii1;ii2;ii3;ii3_1;ii4_1;ii4_2;ii4_3;ii5;ii5_1;ii6;ii6_1;ii7;ii7_esp;ii8;ii8_esp;ii9;v1;v2;v21;v22;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19_a;v19_b;ix_tot;ix_men10;ix_mayeq10;itf;decifr;idecifr;rdecifr;gdecifr;pdecifr;adecifr;ipcf;deccfr;ideccfr;rdeccfr;gdeccfr;pdeccfr;adeccfr;vii1_1;vii1_2;vii2_1;vii2_2;vii2_3;vii2_4;idimph
434502;1;1;2015;2;40;N;18;167;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;11000;6;6;6; ;6;7;2750,00;4;4;5; ;4;6;1;0;98;0;0;0;0
434503;1;1;2015;2;43;N;3;180;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2500;1;1;1; ;1;1;1250,00;1;1;1; ;1;1;1;0;98;0;0;0;10000
434505;1;1;2015;2;40;N;25;77;1; ;1;2; ;2;2;1;1; ;1;2;1;2;2;1;2;1;1;2;0;2;2;2;0;0;0;0;1; ;2; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6300;3;3;3; ;3;3;6300,00;8;8;9; ;8;9;1;0;98;0;0;0;0
434506;1;1;2015;2;1;S;33;127;1; ;2;2; ;1;2;1;2; ;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;2;2;9000;5; ;5;5; ;5;2250,00;3; ;3;3; ;3;2;0;98;0;0;0;0
434507;1;1;2015;2;43;S;4;794;1; ;2;1; ;1;1;1;1; ;1;1;1;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;6; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;12400;6;7;7;6; ;6;2066,67;3;3;2;3; ;2;2;0;98;0;0;0;0
434510;1;1;2015;2;40;S;23;211;2; ;4;1; ;1;1;1;1; ;1;1;1;1;2;1;2;4;3;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;3;0;3;23480;9;9;10;9; ;10;7826,67;9;9;10;9; ;10;1;0;2;3;0;0;0
434511;1;1;2015;2;40;S;23;268;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;20400;9;9;9;9; ;9;3400,00;5;5;6;5; ;6;2;0;98;0;0;0;0
434512;1;1;2015;2;41;N;12;218;2; ;2;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5600;2;3;3; ;3;4;2800,00;4;4;6; ;4;6;2;0;98;0;0;0;10000
434513;1;1;2015;2;1;S;33;1914;1; ;3;1; ;1;1;1;4;pozo;1;1;1;3;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;10800;6; ;6;6; ;6;3600,00;5; ;5;5; ;6;1;0;2;0;0;0;0
434514;1;1;2015;2;41;N;12;246;1; ;3;2; ;4;1;1;1; ;1;1;1;2;1;1;2;3;3;2;0;1;1;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;8;2;6;11700;6;6;8; ;6;8;1462,50;2;2;2; ;2;2;2;0;4;0;0;0;0
434515;1;1;2015;2;41;N;12;195;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;1;2;4;2;1;1;1;1;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;5;1;4;7500;4;4;5; ;4;6;1500,00;2;2;3; ;2;3;1;0;98;0;0;0;10000
434516;1;1;2015;2;1;S;33;1114;1; ;3;1; ;2;1;1;2; ;1;1;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;4000;2; ;2;2; ;2;2000,00;3; ;3;3; ;3;1;0;2;0;0;0;0
434517;1;1;2015;2;41;N;8;237;1; ;3;1; ;1;1;1;1; ;1;1;1;2;2;2;2;3;1;2;0;2;2;2;0;0;0;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3800;1;1;2; ;1;2;1900,00;2;2;4; ;3;4;1;2;98;0;0;0;0
434518;1;1;2015;2;42;N;26;141;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;6; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;6700;3;3;3; ;3;3;1340,00;1;1;1; ;2;1;1;3;98;0;0;0;0
434519;1;1;2015;2;43;S;4;1036;2; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;26000;10;10;10;10; ;10;13000,00;10;10;10;10; ;10;1;2;98;0;0;0;10000
434521;1;1;2015;2;40;N;18;266;2; ;4;1; ;9;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;4000;2;2;2; ;2;2;4000,00;6;6;7; ;6;8;1;0;98;0;0;0;0
434522;1;1;2015;2;40;S;23;179;1; ;9;1; ;1;1;1;1; ;1;1;1;1;1;1;2;9;5;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;19500;9;9;9;9; ;9;3900,00;6;6;7;6; ;7;1;0;5;0;0;0;0
434523;1;1;2015;2;1;S;33;975;1; ;3;1; ;2;1;1;2; ;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7000;3; ;3;3; ;3;3500,00;5; ;5;5; ;6;2;0;98;0;0;0;10000
434525;1;1;2015;2;1;S;33;4661;1; ;2;1; ;2;1;1;2; ;1;1;1;2;2;1;2;2;2;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;6500;3; ;3;3; ;3;1625,00;2; ;2;2; ;2;2;0;98;0;0;0;10000
434527;1;1;2015;2;1;S;33;1455;1; ;3;2; ;1;2;1;2; ;1;1;1;1;2;1;2;3;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2600;1; ;1;1; ;1;1300,00;1; ;1;1; ;2;1;0;98;0;0;0;0
434528;1;1;2015;2;41;N;15;120;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7000;3;4;5; ;4;4;3500,00;5;5;7; ;5;7;2;0;98;0;0;0;0
434529;1;1;2015;2;40;N;19;160;1; ;4;2; ;2;1;1;1; ;1;2;3;4;2;2;2;4;1;2;0;1;1;2;2;0;2;0;6; ;2; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;4000;2;2;2; ;2;2;4000,00;6;6;7; ;6;7;1;0;98;0;0;0;0
434530;1;1;2015;2;41;N;8;248;2; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5300;2;2;3; ;2;4;2650,00;4;4;5; ;4;6;2;0;98;0;0;0;0
434531;1;1;2015;2;1;S;32;1209;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3000;1; ;1;1; ;1;3000,00;4; ;4;4; ;2;1;0;98;0;0;0;10
434533;1;1;2015;2;43;N;38;31;1; ;1;1; ;4;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7600;4;4;4; ;4;4;3800,00;6;6;5; ;6;5;2;1;98;0;0;0;0
434534;1;1;2015;2;44;N;20;59;1; ;4;1; ;4;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;1;1;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;41900;10;10;10; ;10;9;10475,00;10;10;9; ;10;8;2;0;4;0;0;0;10000
434535;1;1;2015;2;44;N;93;46;1; ;5;1; ;4;1;1;1; ;1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;0;0;0; ;0;0;0,00;0;0;0; ;0;0;1;0;98;0;0;0;0
434536;1;1;2015;2;1;S;33;334;1; ;4;1; ;4;1;1;2; ;1;1;1;3;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;41500;10; ;10;10; ;10;10375,00;10; ;10;10; ;10;96;0;2;0;0;0;10100
434537;1;1;2015;2;44;N;17;243;2; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;16500;8;8;6; ;8;7;8250,00;9;9;7; ;9;8;1;0;2;0;0;0;0
434540;1;1;2015;2;40;S;23;199;1; ;4;1; ;3;1;1;1; ;1;1;1;1;1;2;2;4;3;2;0;2;2;1;2;0;1;1;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;9800;5;5;5;5; ;5;3266,67;5;5;6;4; ;6;1;0;3;0;0;0;0
434541;1;1;2015;2;43;S;2;898;2; ;1;1; ;9;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3; ;1; ;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;1;0;1;6000;3;3;3;3; ;2;6000,00;8;8;7;8; ;7;1;0;98;0;0;0;10
434542;1;1;2015;2;43;N;3;229;2; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9100;5;5;5; ;5;5;4550,00;7;7;6; ;7;5;1;2;98;0;0;0;10000
434543;2;1;2015;2;1;S;33;1903;1; ;2;1; ;4;1;1;1; ;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;4; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;15000;7; ;7;7; ;8;7500,00;9; ;9;9; ;9;1;2;98;0;0;0;10000
434544;1;1;2015;2;1;S;33;1315;1; ;3;1; ;1;1;1;1; ;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;13400;7; ;7;7; ;7;6700,00;8; ;8;8; ;9;1;2;98;0;0;0;10000
434545;1;1;2015;2;1;S;32;1296;2; ;4;1; ;1;1;1;1; ;1;1;1;1;1;2;2;4;3;2;0;1;1;2;2;0;2;0;2; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;20800;9; ;9;9; ;8;5200,00;7; ;7;7; ;5;2;0;98;0;0;0;10000
434546;1;1;2015;2;1;S;33;1473;1; ;3;1; ;3;1;1;1; ;1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;25900;10; ;10;10; ;10;4316,67;6; ;6;6; ;7;2;0;5;1;0;0;10000
434547;1;1;2015;2;43;N;3;262;1; ;5;1; ;4;1;1;1; ;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;6000;3;3;3; ;3;3;2000,00;2;3;2; ;3;2;1;0;98;0;0;0;10000
434548;1;1;2015;2;43;S;34;565;1; ;2;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;14500;7;7;7;7; ;8;3625,00;5;5;5;5; ;4;2;0;1;3;4;0;0
434549;1;1;2015;2;43;N;14;116;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;8000;4;4;4; ;4;5;2000,00;3;3;2; ;3;3;2;0;98;0;0;0;0
434550;1;1;2015;2;42;S;10;366;2; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;10400;6;6;6;5; ;6;3466,67;5;5;5;5; ;5;2;0;3;0;0;0;0
434551;1;1;2015;2;1;S;32;2790;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;3500;1; ;1;1; ;1;3500,00;5; ;5;5; ;3;1;0;98;0;0;0;0
434552;1;1;2015;2;43;S;2;789;1; ;1;1; ;4;2;1;1; ;1;2;1;3;1;2;1;1;1;2;0;1;1;2;2;0;2;0;3; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9000;5;5;5;5; ;5;4500,00;6;6;6;6; ;6;1;2;98;0;0;0;0
434553;1;1;2015;2;43;N;36;128;1; ;3;1; ;2;2;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;13000;7;7;7; ;7;7;3250,00;5;5;4; ;5;4;1;0;3;2;0;0;0
434554;1;1;2015;2;43;S;2;1074;1; ;2;2; ;4;2;1;1; ;1;1;2;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6;3;3;2220;1;1;1;1; ;1;370,00;1;1;1;1; ;1;1;0;98;0;0;0;0
434555;1;1;2015;2;43;N;6;163;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7600;4;4;4; ;4;4;3800,00;5;6;5; ;6;5;2;0;1;0;0;0;0
434557;1;1;2015;2;40;S;23;254;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;12400;6;7;7;6; ;7;4133,33;6;6;7;6; ;7;2;0;98;0;0;0;0
434558;1;1;2015;2;43;S;4;753;1; ;3;1; ;2;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;15000;7;8;8;7; ;7;5000,00;7;7;7;7; ;7;2;0;98;0;0;0;0
434559;1;1;2015;2;43;N;36;73;1; ;2;1; ;2;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;11000;6;6;6; ;6;6;5500,00;7;8;7; ;8;7;1;0;98;0;0;0;0
434560;1;1;2015;2;40;N;22;124;1; ;2;1; ;1;1;1;1; ;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;0;5;5360;2;2;2; ;2;3;1072,00;1;1;1; ;1;1;1;0;4;0;0;0;0
434561;1;1;2015;2;43;S;4;656;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;7500;4;4;4;4; ;4;3750,00;5;5;5;5; ;5;1;2;98;0;0;0;0
434563;1;1;2015;2;43;S;5;225;1; ;1;1; ;4;1;1;1; ;1;1;2;3;2;1;2;1;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7700;4;4;4;4; ;4;3850,00;6;6;5;6; ;5;2;0;2;0;0;0;0
434564;1;1;2015;2;1;S;32;1187;1; ;4;1; ;3;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;3; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;20000;9; ;9;9; ;8;5000,00;7; ;7;7; ;4;1;0;96;0;0;0;0
434565;1;1;2015;2;43;N;3;230;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;10000;5;5;5; ;5;6;3333,33;5;5;4; ;5;3;2;0;98;0;0;0;10000
434568;1;1;2015;2;43;N;3;189;2; ;3;1; ;9;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;9800;5;5;5; ;5;5;9800,00;9;10;9; ;10;10;96;0;98;0;0;0;10
434570;1;1;2015;2;41;N;12;172;1; ;1;2; ;4;2;1;1; ;1;1;1;1;1;2;2;1;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3000;1;1;1; ;1;2;1500,00;2;2;3; ;2;3;1;0;98;0;0;0;0
434574;1;1;2015;2;42;S;10;370;1; ;2;1; ;1;1;1;1; ;2;0;0;0;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6; ;1; ;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;5430;2;2;2;2; ;2;1810,00;2;2;2;2; ;2;2;0;98;0;0;0;0
434576;1;1;2015;2;43;S;5;236;1; ;4;1; ;4;1;1;2; ;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;45000;10;10;10;10; ;10;11250,00;10;10;10;10; ;10;96;0;2;0;0;0;0
434577;1;1;2015;2;40;N;22;142;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;2; ;1; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;15500;8;8;8; ;8;8;2583,33;4;4;5; ;4;4;1;0;4;5;0;0;0
434578;1;1;2015;2;43;S;4;721;1; ;1;2; ;4;2;1;1; ;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;7; ;2; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;13800;7;7;7;7; ;7;1971,43;2;3;2;2; ;2;1;0;7;8;0;0;0
434579;1;1;2015;2;1;S;32;1007;2; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3800;1; ;1;1; ;1;3800,00;6; ;5;5; ;3;1;0;98;0;0;0;0
434579;2;1;2015;2;1;S;32;1007;2; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;9000;5; ;4;5; ;4;9000,00;9; ;9;9; ;8;1;0;98;0;0;0;0
434580;1;1;2015;2;40;N;22;75;1; ;4;1; ;1;1;1;1; ;1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;16000;8;8;8; ;8;8;5333,33;7;7;8; ;8;8;2;0;3;1;0;0;0
434584;1;1;2015;2;40;N;18;264;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;8000;4;4;4; ;4;5;4000,00;6;6;7; ;6;8;2;0;98;0;0;0;0
434587;1;1;2015;2;43;S;4;623;2; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;12700;7;7;7;7; ;7;6350,00;8;8;8;8; ;8;2;0;1;0;0;0;0
434589;1;1;2015;2;40;N;25;84;1; ;5;1; ;2;1;1;1; ;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;27000;10;10;10; ;10;10;6750,00;8;8;9; ;8;9;1;2;98;0;0;0;0
434590;1;1;2015;2;40;N;19;197;2; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;6;2;4;18000;8;9;9; ;9;9;3000,00;4;4;5; ;5;5;2;0;1;3;0;0;0
434591;1;1;2015;2;44;N;9;143;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;17000;8;8;6; ;8;6;8500,00;9;9;8; ;9;7;1;2;98;0;0;0;0
434592;1;1;2015;2;43;N;36;97;1; ;3;2; ;1;2;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;4700;2;2;2; ;2;2;1175,00;1;1;1; ;1;1;2;0;1;3;0;0;0
434594;1;1;2015;2;1;S;32;90;2; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;8000;4; ;4;4; ;3;4000,00;6; ;6;6; ;4;1;0;2;0;0;0;0
434595;1;1;2015;2;40;N;18;216;1; ;3;1; ;3;1;1;1; ;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;3; ;1; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;13000;7;7;7; ;7;8;2600,00;4;4;5; ;4;5;2;0;3;4;5;0;10100
434596;1;1;2015;2;43;N;6;210;1; ;2;1; ;2;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8000;4;4;4; ;4;4;4000,00;6;6;5; ;6;5;1;2;98;0;0;0;10000
434597;1;1;2015;2;43;S;34;680;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;9000;5;5;5;5; ;5;9000,00;9;9;9;9; ;9;1;0;98;0;0;0;0
434598;1;1;2015;2;40;N;22;132;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;4000;2;2;2; ;2;2;2000,00;3;3;3; ;3;3;2;0;1;0;0;0;0
434599;1;1;2015;2;40;S;29;366;1; ;3;2; ;4;2;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;7380;4;4;4;3; ;4;2460,00;3;3;4;3; ;4;2;0;98;0;0;0;0
