CODUSU;nro_hogar;realizada;ano4;trimestre;region;mas_500;aglomerado;pondera;iv1;iv1_esp;iv2;iv3;iv3_esp;iv4;iv5;iv6;iv7;iv7_esp;iv8;iv9;iv10;iv11;iv12_1;iv12_2;iv12_3;ii1;ii2;ii3;ii3_1;ii4_1;ii4_2;ii4_3;ii5;ii5_1;ii6;ii6_1;ii7;ii7_esp;ii8;ii8_esp;ii9;v1;v2;v21;v22;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19_a;v19_b;ix_tot;ix_men10;ix_mayeq10;itf;decifr;idecifr;rdecifr;gdecifr;pdecifr;adecifr;ipcf;deccfr;ideccfr;rdeccfr;gdeccfr;pdeccfr;adeccfr;vii1_1;vii1_2;vii2_1;vii2_2;vii2_3;vii2_4;idimph
406994;1;1;2015;2;41;N;12;234;2; ;1;1; ;4;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3; ;2; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;4000;2;2;2; ;2;3;4000,00;6;6;8; ;6;8;2;0;98;0;0;0;10
406995;1;1;2015;2;43;N;30;28;1; ;2;1; ;1;1;1;2; ;1;1;1;2;1;2;2;2;1;2;0;1;2;2;2;0;2;0;3; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8000;4;4;4; ;4;4;4000,00;6;6;6; ;6;4;2;0;98;0;0;0;0
406999;1;1;2015;2;42;N;27;228;1; ;3;1; ;1;2;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;8;2;6;17716;8;8;8; ;8;9;2214,50;3;3;3; ;3;4;5;0;4;0;0;0;0
407000;1;1;2015;2;43;S;5;376;1; ;4;1; ;4;1;1;1; ;1;1;1;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;11000;6;6;6;6; ;6;2200,00;3;3;3;3; ;3;2;0;1;0;0;0;10000
407001;1;1;2015;2;40;S;29;477;1; ;3;1; ;4;1;1;1; ;1;1;1;1;1;2;2;3;2;1;1;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;12000;6;7;7;6; ;7;3000,00;4;4;5;4; ;5;2;0;97;0;0;0;10000
407009;1;1;2015;2;43;N;3;152;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;19000;9;9;9; ;9;9;9500,00;9;9;9; ;9;9;1;0;98;0;0;0;10010
407010;1;1;2015;2;1;S;33;1288;1; ;3;1; ;3;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8800;5; ;4;4; ;5;4400,00;6; ;6;6; ;7;2;0;98;0;0;0;10000
407011;1;1;2015;2;1;S;32;2024;1; ;5;1; ;1;1;1;1; ;1;1;1;1;2;2;2;5;3;1;1;1;2;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;51200;10; ;10;10; ;10;17066,67;10; ;10;10; ;10;1;2;3;0;0;0;10000
407013;1;1;2015;2;43;N;6;116;1; ;3;1; ;2;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9800;5;5;5; ;5;5;4900,00;7;7;6; ;7;6;2;1;98;0;0;0;0
407021;1;1;2015;2;40;S;29;308;2; ;4;1; ;4;2;1;1; ;1;1;1;2;2;2;2;4;1;2;0;1;1;2;2;0;2;0;2; ;2; ;3;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;3500;1;1;1;1; ;1;3500,00;5;5;6;5; ;6;97;0;1;0;0;0;0
407022;1;1;2015;2;42;S;10;396;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5100;2;2;2;2; ;2;5100,00;7;7;8;7; ;7;1;0;98;0;0;0;0
407023;2;1;2015;2;44;N;93;47;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;16800;8;8;6; ;8;8;3360,00;5;5;3; ;5;4;2;0;98;0;0;0;0
407024;1;1;2015;2;44;N;31;91;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;3; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;0;0;0; ;0;0;0,00;0;0;0; ;0;0;2;0;98;0;0;0;0
407025;1;1;2015;2;41;N;12;296;1; ;5;1; ;4;2;1;1; ;1;1;1;2;2;1;2;5;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;5000;2;2;3; ;2;3;1250,00;1;1;2; ;1;2;1;0;98;0;0;0;0
407027;1;1;2015;2;42;N;27;167;1; ;3;1; ;7;2;1;1; ;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6600;3;3;3; ;3;3;3300,00;5;5;5; ;5;6;1;0;98;0;0;0;0
407029;1;1;2015;2;41;N;15;184;1; ;3;2; ;4;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;4;3;6600;3;3;4; ;3;3;942,86;1;1;1; ;1;1;1;0;2;6;0;0;0
407029;2;1;2015;2;41;N;15;184;1; ;3;2; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;13000;7;7;8; ;7;8;2166,67;3;3;4; ;3;4;4;0;2;0;0;0;0
407031;1;1;2015;2;43;S;2;745;1; ;3;1; ;4;1;1;1; ;1;1;1;2;2;1;2;3;3;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;5000;2;2;2;2; ;2;1250,00;1;1;1;1; ;1;1;0;98;0;0;0;10000
407032;1;1;2015;2;44;N;93;54;2; ;4;1; ;9;1;1;1; ;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;7500;4;4;2; ;4;4;7500,00;9;9;7; ;9;8;1;0;98;0;0;0;10010
407033;1;1;2015;2;43;S;34;447;1; ;5;1; ;3;1;1;1; ;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;4;0;4;22400;9;9;9;9; ;10;5600,00;7;8;7;7; ;7;4;0;2;0;0;0;10000
407034;1;1;2015;2;41;N;15;136;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;1;1;1;1;2;2;1;2;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;4500;2;2;3; ;2;2;4500,00;6;7;8; ;7;8;1;0;98;0;0;0;0
407035;1;1;2015;2;42;S;10;511;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5000;2;2;2;2; ;2;5000,00;7;7;7;7; ;7;1;0;98;0;0;0;0
407036;1;1;2015;2;40;N;25;107;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;36000;10;10;10; ;10;10;9000,00;9;9;10; ;9;10;1;0;2;3;0;0;10100
407039;1;1;2015;2;1;S;33;1245;1; ;2;2; ;4;1;2;2; ;1;1;2;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1532;1; ;1;1; ;1;383,00;1; ;1;1; ;1;2;0;98;0;0;0;0
407044;1;1;2015;2;43;S;34;435;1; ;2;1; ;2;1;1;2; ;1;1;1;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;7800;4;4;4;4; ;5;3900,00;6;6;5;6; ;5;2;0;1;0;0;0;0
407045;1;1;2015;2;1;S;33;805;1; ;3;1; ;3;1;1;2; ;1;1;1;2;2;1;2;3;1;2;0;1;2;1;2;0;2;0;6; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;17000;8; ;8;8; ;8;5666,67;7; ;7;7; ;8;2;0;98;0;0;0;10000
407046;1;1;2015;2;43;S;2;792;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;14300;7;7;7;7; ;7;7150,00;9;9;8;8; ;8;1;0;98;0;0;0;0
407052;1;1;2015;2;43;N;30;105;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4000;2;2;2; ;2;1;4000,00;6;6;6; ;6;5;1;0;98;0;0;0;0
407053;1;1;2015;2;41;N;7;194;2; ;4;1; ;9;1;1;1; ;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3; ;2; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2500;1;1;1; ;1;1;2500,00;3;3;5; ;4;4;1;0;98;0;0;0;10
407054;1;1;2015;2;43;S;5;235;1; ;3;1; ;4;1;1;1; ;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6000;3;3;3;3; ;3;3000,00;4;4;4;4; ;4;2;0;1;0;0;0;0
407055;1;1;2015;2;43;S;2;575;1; ;2;2; ;4;2;1;1; ;1;1;1;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;11200;6;6;6;6; ;6;3733,33;5;5;5;5; ;4;2;3;98;0;0;0;0
407057;1;1;2015;2;43;N;36;133;1; ;5;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;10300;6;6;6; ;6;6;5150,00;7;7;7; ;7;7;1;2;98;0;0;0;10010
407058;1;1;2015;2;41;N;12;265;1; ;3;2; ;4;2;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2000;1;1;1; ;1;1;1000,00;1;1;2; ;1;2;1;0;98;0;0;0;0
407060;1;1;2015;2;43;N;38;136;1; ;2;1; ;4;1;1;1; ;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;1;4;7100;3;4;4; ;4;3;1420,00;2;2;1; ;2;2;2;0;98;0;0;0;0
407061;1;1;2015;2;42;N;27;208;2; ;3;2; ;9;1;1;1; ;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;10000;5;6;5; ;6;6;3333,33;5;5;5; ;5;6;2;0;98;0;0;0;10
407062;1;1;2015;2;43;S;34;394;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;1;1;2;2;2;0;0;0;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6700;3;3;3;3; ;4;3350,00;5;5;4;5; ;4;2;0;1;0;0;0;10000
407064;1;1;2015;2;43;N;36;114;1; ;3;1; ;9;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;12000;6;7;7; ;7;7;6000,00;8;8;8; ;8;7;2;0;98;0;0;0;0
407066;1;1;2015;2;1;S;33;475;1; ;3;1; ;2;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;6000;3; ;3;3; ;3;3000,00;4; ;4;4; ;5;1;0;98;0;0;0;10000
407067;1;1;2015;2;43;S;13;715;1; ;3;1; ;3;1;1;1; ;1;1;1;2;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;13000;7;7;7;7; ;7;13000,00;10;10;10;10; ;10;1;0;98;0;0;0;10000
407068;1;1;2015;2;40;N;19;189;1; ;2;2; ;4;2;1;1; ;1;2;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6; ;2; ;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3700;1;1;1; ;1;1;3700,00;5;5;7; ;6;7;1;0;98;0;0;0;0
407069;1;1;2015;2;44;N;93;47;1; ;2;2; ;4;1;1;1; ;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;19800;9;9;7; ;9;9;4950,00;7;7;5; ;7;6;2;0;98;0;0;0;0
407072;1;1;2015;2;43;S;13;997;2; ;2;1; ;2;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;8500;4;5;5;4; ;5;2833,33;4;4;3;4; ;4;1;2;98;0;0;0;0
407074;1;1;2015;2;44;N;20;68;1; ;8;1; ;4;1;1;1; ;1;1;1;1;2;2;2;8;4;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;39000;10;10;10; ;10;9;13000,00;10;10;9; ;10;9;2;0;3;1;0;0;0
407076;1;1;2015;2;43;N;14;156;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;13000;7;7;7; ;7;8;3250,00;5;5;4; ;5;5;2;0;98;0;0;0;0
407079;1;1;2015;2;43;N;30;99;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;11000;6;6;6; ;6;6;5500,00;7;8;7; ;8;6;2;0;98;0;0;0;10
407084;1;1;2015;2;43;S;2;697;1; ;2;1; ;3;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;13900;7;7;7;7; ;7;6950,00;8;8;8;8; ;8;1;2;96;0;0;0;0
407087;1;1;2015;2;1;S;33;1248;1; ;5;1; ;2;1;1;1; ;1;1;1;2;1;1;2;5;4;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;5;0;5;38000;10; ;10;10; ;10;7600,00;9; ;9;9; ;9;2;0;98;0;0;0;0
407089;1;1;2015;2;43;N;14;125;1; ;7;2; ;4;2;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1; ;2; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3800;1;1;2; ;1;1;3800,00;5;6;5; ;6;6;1;0;98;0;0;0;0
407089;3;1;2015;2;43;N;14;125;1; ;7;2; ;4;2;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;6; ;2; ;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;1;7;9040;5;5;5; ;5;6;1130,00;1;1;1; ;1;1;2;4;98;0;0;0;0
407090;1;1;2015;2;40;S;29;425;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;19700;9;9;9;9; ;9;6566,67;8;8;9;8; ;9;1;2;98;0;0;0;10100
407094;1;1;2015;2;43;S;34;553;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;9060;5;5;5;5; ;5;2265,00;3;3;3;3; ;2;2;0;1;3;0;0;0
407098;1;1;2015;2;44;N;93;78;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;4500;2;2;1; ;2;2;900,00;1;1;1; ;1;1;1;0;3;0;0;0;0
407100;1;1;2015;2;1;S;33;1538;1; ;4;2; ;4;2;2;2; ;1;1;2;2;2;1;2;4;3;2;0;2;2;2;0;0;0;0;1; ;2; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;4500;2; ;2;2; ;2;900,00;1; ;1;1; ;1;2;0;3;0;0;0;0
407105;1;1;2015;2;1;S;33;873;1; ;3;2; ;1;2;1;2; ;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;19200;9; ;8;9; ;9;4800,00;7; ;7;7; ;7;2;1;98;0;0;0;10000
407106;1;1;2015;2;44;N;91;81;1; ;4;1; ;4;1;1;1; ;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;18800;9;9;7; ;9;8;3760,00;5;5;4; ;6;4;2;0;3;4;5;0;0
407114;1;1;2015;2;40;S;29;309;1; ;4;1; ;2;2;1;1; ;1;1;1;1;2;1;2;4;2;1;1;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;13200;7;7;7;7; ;7;4400,00;6;6;8;6; ;7;3;0;98;0;0;0;0
407116;1;1;2015;2;43;N;6;124;1; ;4;1; ;2;1;1;1; ;1;1;1;2;1;2;2;4;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5000;2;2;2; ;2;2;5000,00;7;7;7; ;7;6;1;0;98;0;0;0;10
407117;1;1;2015;2;43;S;4;621;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;6300;3;3;3;3; ;3;2100,00;3;3;2;3; ;2;2;0;98;0;0;0;0
407123;1;1;2015;2;1;S;32;1096;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;20900;9; ;9;9; ;8;10450,00;10; ;10;10; ;9;1;0;2;0;0;0;10100
407125;1;1;2015;2;42;N;26;120;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;22000;9;9;9; ;9;9;5500,00;7;8;8; ;8;8;1;2;3;0;0;0;0
407131;1;1;2015;2;43;N;14;117;1; ;3;1; ;4;2;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;6835;3;3;3; ;3;4;1708,75;2;2;2; ;2;3;1;0;2;0;0;0;0
407132;1;1;2015;2;40;S;23;275;1; ;5;1; ;3;2;1;1; ;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;6; ;1; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;4;0;4;18600;8;9;9;8; ;9;4650,00;7;7;8;6; ;8;1;2;4;3;0;0;0
407136;1;1;2015;2;41;N;12;248;1; ;2;1; ;4;1;1;1; ;1;1;1;2;2;1;2;2;2;2;0;1;1;1;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;4300;2;2;2; ;2;3;1433,33;2;2;2; ;2;2;2;0;98;0;0;0;0
407142;1;1;2015;2;1;S;33;1031;1; ;1;2; ;4;2;2;2; ;1;2;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2; ;2; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5200;2; ;2;2; ;2;5200,00;7; ;7;7; ;8;1;0;98;0;0;0;0
407143;1;1;2015;2;1;S;33;1205;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;10000;5; ;5;5; ;6;2500,00;3; ;3;3; ;4;2;0;98;0;0;0;10000
407144;1;1;2015;2;43;S;2;587;1; ;2;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;15800;8;8;8;8; ;8;3950,00;6;6;5;6; ;5;2;0;98;0;0;0;10
407145;1;1;2015;2;1;S;33;1343;1; ;6;1; ;4;1;1;1; ;1;1;1;2;2;2;2;6;1;1;1;1;1;1;2;0;1;1;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;0;1;1500;1; ;1;1; ;1;1500,00;2; ;2;2; ;2;1;0;98;0;0;0;0
407146;1;1;2015;2;40;N;25;94;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;9300;5;5;5; ;5;5;3100,00;4;4;6; ;5;5;1;2;97;0;0;0;10000
407149;1;1;2015;2;43;N;38;98;1; ;2;1; ;4;2;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7000;3;4;4; ;4;3;3500,00;5;5;5; ;5;5;1;0;98;0;0;0;10000
407154;1;1;2015;2;43;S;4;877;1; ;3;1; ;2;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;3800;1;1;1;1; ;1;1266,67;1;1;1;1; ;1;1;0;3;0;0;0;0
407156;1;1;2015;2;43;N;6;197;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;9250;5;5;5; ;5;5;2312,50;3;3;3; ;3;2;1;4;98;0;0;0;10100
407158;1;1;2015;2;44;N;93;68;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;11500;6;6;4; ;6;6;3833,33;6;6;4; ;6;5;2;0;98;0;0;0;0
407162;1;1;2015;2;43;S;5;287;1; ;10;1; ;4;1;1;1; ;1;1;1;1;2;2;2;10;4;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;27200;10;10;10;10; ;10;5440,00;7;7;7;7; ;7;1;0;3;5;0;0;0
407164;1;1;2015;2;44;N;91;90;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;10038;5;6;4; ;6;5;2509,50;3;3;2; ;4;3;2;0;98;0;0;0;0
