CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNOSRQHMLKSCDEGJBF00509543;2017;1;1;1;43;S;13;851;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;112500;10;10;10;10;  ;10;22500;10;10;10;10;  ;10;2020;96;0;2;3;4;0
TQRMNOQUWHJMKTCDEGJBF00500727;2017;1;1;1;43;S;13;612;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;3;0;0;0
TQRMNOQUUHKMMNCDEGJBF00474878;2017;1;1;1;43;S;13;606;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;20300;6;6;6;6;  ;6;10150;7;8;7;7;  ;7;1055;2;0;98;0;0;0
TQRMNORPVHJOMNCDEGJBF00500967;2017;1;1;1;43;S;13;767;1;;5;1;;2;2;1;1;;1;1;1;2;2;2;2;5;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;97;0;0;0
TQRMNOQXRHKMMPCDEGJBF00474478;2017;1;1;1;43;S;13;622;1;;1;1;;1;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;8000;2;2;2;2;  ;2;2666,67;2;2;2;2;  ;2;937;2;0;98;0;0;0
TQRMNOQXUHKMMPCDEGJBF00474481;2017;1;1;1;43;S;13;622;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;2;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOSTWHMOKTCDEGJBF00509544;2017;1;1;1;43;S;13;618;1;;2;1;;1;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;25500;7;8;7;7;  ;7;5100;4;4;4;4;  ;4;700;2;1;3;4;0;0
TQRMNOQSRHJOLQCDEGJBF00500750;2017;1;1;1;43;S;13;490;1;;1;2;;2;2;2;1;;1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;4;2;2;11500;3;3;3;3;  ;3;2875;2;2;2;2;  ;2;585;2;1;98;0;0;0
TQRMNOQRYHKMLPCDEGJBF00474852;2017;1;1;1;43;S;13;592;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNORYTHMLMNCDEGJBF00509545;2017;1;1;1;43;S;13;809;1;;4;1;;2;1;1;1;;1;1;1;2;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;3;0;0;0
TQRMNOPUUHKMMNCDEGJBF00509546;2017;1;1;1;43;S;13;606;1;;2;1;;2;1;1;1;;1;1;1;2;1;2;2;2;1;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;25500;7;8;7;7;  ;7;8500;7;7;7;6;  ;6;1022;2;97;98;0;0;0
TQRMNOSXRHKLLMCDEGJBF00474807;2017;1;2;1;43;S;13;836;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;1;23000;7;7;7;7;  ;7;11500;8;8;8;8;  ;8;978;1;0;98;0;0;0
TQSMNOPQQHMOLRCDEGJBF00509547;2017;1;1;1;43;S;13;405;2;;2;1;;2;1;1;1;;1;1;1;2;1;1;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPVUHMMKOCDEGJBF00509548;2017;1;1;1;43;S;13;595;1;;3;1;;1;1;1;1;;1;2;3;4;2;2;2;3;2;2;0;1;1;1;2;0;1;1;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;12600;4;4;4;4;  ;3;3150;2;2;2;2;  ;2;900;1;2;98;0;0;0
TQRMNOSWXHMLLSCDEGJBF00509549;2017;1;1;1;43;S;13;989;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;12900;4;4;4;4;  ;3;12900;8;9;8;8;  ;8;1358;1;0;98;0;0;0
TQRMNORTVHMKLTCDEGJBF00509550;2017;1;1;1;43;S;13;1767;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;96;0;0;0
TQRMNOPXVHLOLSCDEGJBF00500834;2017;1;1;1;43;S;13;600;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;1;1;6;;2;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;25200;7;7;7;7;  ;7;12600;8;9;8;8;  ;8;659;2;1;98;0;0;0
TQRMNOSUUHKOLQCDEGJBF00474535;2017;1;1;1;43;S;13;572;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;6000;1;1;1;1;  ;1;3000;2;2;2;2;  ;2;546;1;2;98;0;0;0
TQRMNOSRRHKMLRCDEGJBF00474862;2017;1;1;1;43;S;13;819;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;3;0;0;0
TQRMNOQVSHJNMLCDEGJBF00500749;2017;1;1;1;43;S;13;539;1;;2;1;;1;2;1;1;;1;1;1;3;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQVYHLKMMCDEGJBF00500954;2017;1;1;1;43;S;13;1529;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;38000;9;9;9;9;  ;9;12666,67;8;9;8;8;  ;8;2482;2;0;98;0;0;0
TQRMNOPQWHMMMMCDEGJBF00509551;2017;1;1;1;43;S;13;623;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;41000;9;9;9;9;  ;9;8200;6;7;6;6;  ;6;1416;2;3;98;0;0;0
TQRMNOSQWHMMLLCDEGJBF00509552;2017;1;1;1;43;S;13;567;2;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;7;2;5;24900;7;7;7;7;  ;7;3557,14;3;3;2;2;  ;2;1083;1;0;2;0;0;0
TQRMNOPYPHLOKRCDEGJBF00500757;2017;1;1;1;43;S;13;566;1;;3;1;;9;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;9;3;6;37800;9;9;9;9;  ;9;4200;3;3;3;3;  ;3;1150;2;7;98;0;0;0
TQSMNOPYPHLOKRCDEGJBF00500842;2017;1;1;1;43;S;13;566;2;;1;1;;2;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;3;1;2;13000;4;4;4;4;  ;3;4333,33;3;3;3;3;  ;3;598;2;0;1;0;0;0
TQRMNORSPHLOKRCDEGJBF00500764;2017;1;1;1;43;S;13;566;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;17000;5;5;5;5;  ;5;8500;7;7;6;6;  ;6;686;1;0;98;0;0;0
TQRMNOQXYHMNLMCDEGJBF00509553;2017;1;1;1;43;S;13;476;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;1;7;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOPUUHKNKRCDEGJBF00474493;2017;1;1;1;43;S;13;470;1;;3;2;;2;1;1;1;;1;1;1;2;1;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;10400;3;3;3;3;  ;3;2080;1;1;1;1;  ;1;516;1;3;98;0;0;0
TQSMNOQVSHKNKRCDEGJBF00474496;2017;1;2;1;43;S;13;470;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;4;2;15000;4;5;5;4;  ;4;2500;2;2;1;2;  ;2;368;1;0;98;0;0;0
TQSMNOPRVHLMKSCDEGJBF00500835;2017;1;1;1;43;S;13;592;2;;1;1;;3;2;1;1;;2;0;0;0;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;4;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;3;1;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNORTXHMMLNCDEGJBF00509554;2017;1;1;1;43;S;13;618;1;;2;1;;2;1;1;1;;1;1;1;2;1;2;2;2;1;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPVWHMOLOCDEGJBF00509555;2017;1;1;1;43;S;13;735;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;44800;9;10;10;9;  ;9;22400;10;10;10;10;  ;10;1130;1;2;98;0;0;0
TQRMNORXTHLLLQCDEGJBF00500922;2017;1;1;1;43;S;13;856;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;52000;10;10;10;10;  ;10;13000;8;9;8;8;  ;8;2428;2;0;98;0;0;0
TQRMNORVUHLKLRCDEGJBF00500874;2017;1;1;1;43;S;13;1535;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;8800;2;2;2;2;  ;2;8800;7;7;7;7;  ;6;1349;1;0;98;0;0;0
TQRMNORYQHMLMNCDEGJBF00509512;2017;1;1;1;43;S;13;809;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;2;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;2;2;23000;7;7;7;7;  ;7;5750;5;5;4;4;  ;4;1267;1;2;98;0;0;0
TQRMNOPVYHKLLTCDEGJBF00509513;2017;1;1;1;43;S;13;746;2;;4;1;;1;1;1;1;;1;1;1;2;2;1;2;4;1;2;0;1;2;1;2;0;1;1;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;40000;9;9;9;9;  ;9;20000;10;10;10;10;  ;10;1326;1;2;98;0;0;0
TQRMNOQSSHMMKUCDEGJBF00509514;2017;1;1;1;43;S;13;628;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQVYHMMLLCDEGJBF00509515;2017;1;1;1;43;S;13;567;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;35900;9;9;9;9;  ;9;8975;7;7;7;7;  ;6;1384;2;0;98;0;0;0
TQRMNORQQHMOKMCDEGJBF00509516;2017;1;1;1;43;S;13;584;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;1;1;1;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;97;0;97;0;0;0
TQRMNOPXUHJMLTCDEGJBF00500957;2017;1;1;1;43;S;13;582;1;;3;1;;2;1;1;1;;1;1;2;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;12400;4;4;4;3;  ;3;6200;5;5;5;5;  ;5;944;2;0;98;0;0;0
TQRMNOSRRHMLKSCDEGJBF00509517;2017;1;1;1;43;S;13;851;1;;5;1;;2;1;1;1;;1;1;1;2;1;1;2;5;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;2;2;5;2;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;96;0;0;0
TQRMNOPSTHKMKOCDEGJBF00474818;2017;1;1;1;43;S;13;685;1;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;10800;3;3;3;3;  ;3;10800;8;8;8;8;  ;7;908;1;0;98;0;0;0
TQRMNOPQRHJMKTCDEGJBF00500704;2017;1;1;1;43;S;13;612;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;97;0;0;0
TQRMNOQVWHMMLLCDEGJBF00509518;2017;1;1;1;43;S;13;567;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;2;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;0;2;28100;8;8;8;8;  ;8;14050;9;9;9;8;  ;8;970;1;0;98;0;0;0
TQRMNOQUWHKMLRCDEGJBF00474858;2017;1;1;1;43;S;13;819;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;65000;10;10;10;10;  ;10;16250;9;9;9;9;  ;9;1221;2;0;97;0;0;0
TQRMNOSRQHKMLRCDEGJBF00509519;2017;1;1;1;43;S;13;819;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6;3;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;3;4;0;0
TQRMNOQVQHJNMLCDEGJBF00500669;2017;1;1;1;43;S;13;539;1;;4;1;;1;1;1;1;;1;1;1;2;1;1;2;4;4;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;2;2;2;9;1;8;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;7;0;98;0;0;0
TQRMNOPQXHMMMMCDEGJBF00509520;2017;1;1;1;43;S;13;623;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;8;;1;;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;97;0;0;0
TQRMNOSRWHMMMMCDEGJBF00509521;2017;1;1;1;43;S;13;623;2;;2;1;;1;1;1;1;;2;0;0;0;2;2;2;2;1;2;0;2;2;2;0;0;0;0;6;;4;COCINA CON LA MADRE;4;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;4500;1;1;1;1;  ;1;2250;1;1;1;1;  ;1;732;1;0;98;0;0;0
TQRMNORUPHKLLTCDEGJBF00474812;2017;1;1;1;43;S;13;746;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;1;2;27700;8;8;8;8;  ;8;9233,33;7;7;7;7;  ;7;1175;1;2;98;0;0;0
TQRMNOPPYHMMMOCDEGJBF00509522;2017;1;1;1;43;S;13;610;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;6;1;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;1;98;0;0;0
TQRMNOPQPHMMMOCDEGJBF00509523;2017;1;1;1;43;S;13;610;1;;6;1;;2;1;1;1;;1;1;1;2;2;1;2;6;5;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;0;8;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;3;0;8;0;0;0
TQRMNOQVYHJMMMCDEGJBF00509524;2017;1;1;1;43;S;13;597;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;6;1;5;180000;10;10;10;10;  ;10;30000;10;10;10;10;  ;10;1121;96;0;1;0;0;0
TQRMNOPPQHKOLUCDEGJBF00474536;2017;1;1;1;43;S;13;580;2;;5;1;;1;1;1;1;;1;1;1;2;2;1;2;5;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;96;0;0;0
TQSMNOQVTHKOLUCDEGJBF00474543;2017;1;1;1;43;S;13;580;2;;2;1;;2;1;1;1;;1;1;1;2;2;1;2;2;1;2;0;2;2;2;0;0;0;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;10000;3;3;3;2;  ;2;10000;7;8;7;7;  ;7;600;1;0;98;0;0;0
TQRMNOQVUHMMMPCDEGJBF00509525;2017;1;1;1;43;S;13;559;1;;2;1;;2;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;1;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOPVXHLOMNCDEGJBF00500681;2017;1;1;1;43;S;13;565;1;;7;1;;2;1;1;1;;1;1;1;2;2;2;2;7;6;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;3;6;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;3;5;10;11;0;0
TQRMNORTXHLOMNCDEGJBF00500657;2017;1;2;1;43;S;13;565;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;4;RED ELECTRICA;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;0;2;30000;8;8;8;8;  ;8;15000;9;9;9;9;  ;9;841;3;0;98;0;0;0
TQRMNOQUSHKMMNCDEGJBF00474876;2017;1;1;1;43;S;13;606;1;;2;1;;2;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;9;3;6;10180;3;3;3;3;  ;3;1131,11;1;1;1;1;  ;1;931;2;7;98;0;0;0
TQRMNOPWXHMMLUCDEGJBF00509671;2017;1;1;1;43;S;13;631;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;11000;3;3;3;3;  ;3;11000;8;8;8;8;  ;7;767;1;0;98;0;0;0
TQRMNOQTUHKOLQCDEGJBF00509672;2017;1;1;1;43;S;13;572;2;;1;1;;1;1;1;1;;1;1;1;2;1;1;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;0;1;25000;7;7;7;7;  ;7;25000;10;10;10;10;  ;10;532;1;0;98;0;0;0
TQRMNOSURHKOLQCDEGJBF00474533;2017;1;1;1;43;S;13;572;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0;0;0;0;  ;0;0;0;0;0;0;  ;0;734;1;0;98;0;0;0
TQRMNORQQHLMLTCDEGJBF00500875;2017;1;1;1;43;S;13;615;1;;2;1;;2;1;1;1;;1;1;1;2;1;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;14000;4;4;4;4;  ;4;7000;6;6;5;5;  ;5;964;2;0;98;0;0;0
TQRMNOQTXHKLLLCDEGJBF00474802;2017;1;1;1;43;S;13;889;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQRRHLOKQCDEGJBF00500902;2017;1;1;1;43;S;13;565;1;;3;1;;2;2;1;1;;1;1;1;2;1;1;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;11;3;8;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;3;4;9;0;0
TQRMNOQRUHLOKQCDEGJBF00500904;2017;1;1;1;43;S;13;565;1;;3;1;;1;1;1;1;;1;1;1;2;1;1;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;12;5;7;8900;2;2;2;2;  ;2;741,67;1;1;1;1;  ;1;622;1;10;98;0;0;0
TQRMNORYQHLOKQCDEGJBF00500939;2017;1;1;1;43;S;13;565;1;;4;1;;2;1;1;1;;1;1;1;2;1;1;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;6500;1;1;1;1;  ;1;2166,67;1;1;1;1;  ;1;553;1;2;3;0;0;0
TQRMNORYSHLOKQCDEGJBF00500901;2017;1;1;1;43;S;13;565;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;8200;2;2;2;2;  ;2;2050;1;1;1;1;  ;1;1100;2;3;4;0;0;0
